workerid,rt,content,trigger,short_trigger,question_type,trigger_class,response,block,age,trial
2,4864,hat,MC6,MC,ai,NonProj,0.0600000000000001,block1,35,1
2,7770,pool,revealed,revealed,ai,C,0.85,block1,35,2
2,4115,ditch,is_annoyed,is_annoyed,ai,C,0.86,block1,35,3
2,6311,garage,realize,realize,ai,C,0.95,block1,35,4
2,6233,poodle,MC7,MC,ai,NonProj,0.03,block1,35,5
2,4792,poem,noticed,noticed,ai,C,0.94,block1,35,6
2,2896,cupcakes,MC3,MC,ai,NonProj,0.13,block1,35,7
2,3644,dancing,is_aware,is_aware,ai,C,0.98,block1,35,8
2,3362,nails,MC2,MC,ai,NonProj,0.08,block1,35,9
2,5923,yoga,found_out,found_out,ai,C,0.95,block1,35,10
2,4635,zoo,saw,saw,ai,C,0.95,block1,35,11
2,5202,tea,discovered,discovered,ai,C,0.94,block1,35,12
2,2994,picture,MC1,MC,ai,NonProj,0.07,block1,35,13
2,4087,swing,confessed,confessed,ai,C,0.92,block1,35,14
2,2830,frisbee,learned,learned,ai,C,0.93,block1,35,15
2,2638,damp,is_amused,is_amused,ai,C,0.95,block1,35,16
2,2865,purple,MC4,MC,ai,NonProj,0.05,block1,35,17
2,3293,chili,MC5,MC,ai,NonProj,0.07,block1,35,18
2,2300,bmw,established,established,ai,C,0.94,block1,35,19
2,3319,horse,MC8,MC,ai,NonProj,0.07,block1,35,20
2,3728,nails,MC2,MC,projective,NonProj,0.08,block2,35,21
2,3239,horse,MC8,MC,projective,NonProj,0.08,block2,35,22
2,4407,bmw,established,established,projective,C,0.74,block2,35,23
2,3450,garage,realize,realize,projective,C,0.75,block2,35,24
2,2568,poodle,MC7,MC,projective,NonProj,0.05,block2,35,25
2,4466,swing,confessed,confessed,projective,C,0.73,block2,35,26
2,3383,tea,discovered,discovered,projective,C,0.82,block2,35,27
2,4431,ditch,is_annoyed,is_annoyed,projective,C,0.86,block2,35,28
2,2393,chili,MC5,MC,projective,NonProj,0.04,block2,35,29
2,8819,damp,is_amused,is_amused,projective,C,0.11,block2,35,30
2,4382,cupcakes,MC3,MC,projective,NonProj,0.11,block2,35,31
2,4158,zoo,saw,saw,projective,C,0.86,block2,35,32
2,11693,yoga,found_out,found_out,projective,C,0.8,block2,35,33
2,6134,poem,noticed,noticed,projective,C,0.81,block2,35,34
2,2937,picture,MC1,MC,projective,NonProj,0.1,block2,35,35
2,5280,hat,MC6,MC,projective,NonProj,0.12,block2,35,36
2,4277,frisbee,learned,learned,projective,C,0.81,block2,35,37
2,3031,purple,MC4,MC,projective,NonProj,0.12,block2,35,38
2,6382,pool,revealed,revealed,projective,C,0.87,block2,35,39
2,6514,dancing,is_aware,is_aware,projective,C,0.79,block2,35,40
3,6228,swing,found_out,found_out,projective,C,0.83,block1,25,1
3,3291,chili,MC3,MC,projective,NonProj,0.14,block1,25,2
3,4357,poodle,revealed,revealed,projective,C,0.83,block1,25,3
3,3460,nails,MC5,MC,projective,NonProj,0.02,block1,25,4
3,6170,damp,realize,realize,projective,C,0.84,block1,25,5
3,5366,ditch,is_amused,is_amused,projective,C,0.97,block1,25,6
3,6814,yoga,confessed,confessed,projective,C,0.35,block1,25,7
3,4773,garage,noticed,noticed,projective,C,0.76,block1,25,8
3,3561,bmw,MC1,MC,projective,NonProj,0.02,block1,25,9
3,5045,hat,learned,learned,projective,C,0.74,block1,25,10
3,5623,cupcakes,MC8,MC,projective,NonProj,0.01,block1,25,11
3,6996,dancing,saw,saw,projective,C,0.34,block1,25,12
3,3784,pool,is_annoyed,is_annoyed,projective,C,0.78,block1,25,13
3,4972,poem,discovered,discovered,projective,C,0.77,block1,25,14
3,2894,tea,MC6,MC,projective,NonProj,0.02,block1,25,15
3,3161,frisbee,MC2,MC,projective,NonProj,0.02,block1,25,16
3,4647,picture,established,established,projective,C,0.21,block1,25,17
3,4522,horse,MC7,MC,projective,NonProj,0,block1,25,18
3,2811,purple,MC4,MC,projective,NonProj,0.01,block1,25,19
3,9436,zoo,is_aware,is_aware,projective,C,0.75,block1,25,20
3,6935,yoga,confessed,confessed,ai,C,0.96,block2,25,21
3,3364,cupcakes,MC8,MC,ai,NonProj,0.05,block2,25,22
3,3500,poem,discovered,discovered,ai,C,0.95,block2,25,23
3,2239,tea,MC6,MC,ai,NonProj,0.02,block2,25,24
3,3255,hat,learned,learned,ai,C,0.98,block2,25,25
3,3310,swing,found_out,found_out,ai,C,1,block2,25,26
3,4693,dancing,saw,saw,ai,C,0.33,block2,25,27
3,4305,garage,noticed,noticed,ai,C,0.84,block2,25,28
3,2431,chili,MC3,MC,ai,NonProj,0.02,block2,25,29
3,2226,nails,MC5,MC,ai,NonProj,0.02,block2,25,30
3,3470,ditch,is_amused,is_amused,ai,C,0.87,block2,25,31
3,2366,zoo,is_aware,is_aware,ai,C,0.98,block2,25,32
3,2188,horse,MC7,MC,ai,NonProj,0.02,block2,25,33
3,2382,frisbee,MC2,MC,ai,NonProj,0.02,block2,25,34
3,2673,bmw,MC1,MC,ai,NonProj,0.01,block2,25,35
3,3583,damp,realize,realize,ai,C,0.83,block2,25,36
3,4577,picture,established,established,ai,C,0.48,block2,25,37
3,5243,poodle,revealed,revealed,ai,C,0.49,block2,25,38
3,2536,purple,MC4,MC,ai,NonProj,0.02,block2,25,39
3,2676,pool,is_annoyed,is_annoyed,ai,C,0.98,block2,25,40
4,5150,swing,MC5,MC,ai,NonProj,0.02,block1,40,1
4,3633,pool,MC4,MC,ai,NonProj,0.02,block1,40,2
4,6465,tea,found_out,found_out,ai,C,0.88,block1,40,3
4,4268,zoo,revealed,revealed,ai,C,0.83,block1,40,4
4,4849,picture,established,established,ai,C,0.84,block1,40,5
4,5119,bmw,saw,saw,ai,C,0.83,block1,40,6
4,4463,frisbee,MC2,MC,ai,NonProj,0.04,block1,40,7
4,4669,chili,is_amused,is_amused,ai,C,0.92,block1,40,8
4,4183,poem,MC6,MC,ai,NonProj,0.07,block1,40,9
4,2983,purple,MC8,MC,ai,NonProj,0.0600000000000001,block1,40,10
4,4834,ditch,realize,realize,ai,C,0.92,block1,40,11
4,3866,cupcakes,noticed,noticed,ai,C,0.94,block1,40,12
4,3914,damp,MC3,MC,ai,NonProj,0.08,block1,40,13
4,4585,hat,learned,learned,ai,C,0.91,block1,40,14
4,3666,poodle,is_annoyed,is_annoyed,ai,C,0.97,block1,40,15
4,5232,horse,is_aware,is_aware,ai,C,0.89,block1,40,16
4,3767,nails,confessed,confessed,ai,C,0.89,block1,40,17
4,4403,yoga,discovered,discovered,ai,C,0.92,block1,40,18
4,2865,garage,MC1,MC,ai,NonProj,0.04,block1,40,19
4,2198,dancing,MC7,MC,ai,NonProj,0.0600000000000001,block1,40,20
4,3718,dancing,MC7,MC,projective,NonProj,0.13,block2,40,21
4,5149,bmw,saw,saw,projective,C,0.84,block2,40,22
4,3149,nails,confessed,confessed,projective,C,0.84,block2,40,23
4,2487,zoo,revealed,revealed,projective,C,0.85,block2,40,24
4,3065,horse,is_aware,is_aware,projective,C,0.88,block2,40,25
4,2746,ditch,realize,realize,projective,C,0.88,block2,40,26
4,3185,cupcakes,noticed,noticed,projective,C,0.87,block2,40,27
4,2916,purple,MC8,MC,projective,NonProj,0.08,block2,40,28
4,1534,pool,MC4,MC,projective,NonProj,0.07,block2,40,29
4,3365,yoga,discovered,discovered,projective,C,0.86,block2,40,30
4,3003,poem,MC6,MC,projective,NonProj,0.06,block2,40,31
4,2231,damp,MC3,MC,projective,NonProj,0.06,block2,40,32
4,2502,garage,MC1,MC,projective,NonProj,0.09,block2,40,33
4,1915,swing,MC5,MC,projective,NonProj,0.07,block2,40,34
4,3416,poodle,is_annoyed,is_annoyed,projective,C,0.81,block2,40,35
4,3652,frisbee,MC2,MC,projective,NonProj,0.07,block2,40,36
4,3431,tea,found_out,found_out,projective,C,0.85,block2,40,37
4,2433,hat,learned,learned,projective,C,0.88,block2,40,38
4,2649,chili,is_amused,is_amused,projective,C,0.86,block2,40,39
4,2052,picture,established,established,projective,C,0.86,block2,40,40
5,11716,tea,established,established,ai,C,0.03,block1,38,1
5,4131,pool,MC3,MC,ai,NonProj,0.01,block1,38,2
5,5402,poodle,discovered,discovered,ai,C,0.02,block1,38,3
5,5448,swing,MC7,MC,ai,NonProj,0.01,block1,38,4
5,5167,frisbee,MC5,MC,ai,NonProj,0.01,block1,38,5
5,4735,dancing,confessed,confessed,ai,C,0.97,block1,38,6
5,5682,damp,revealed,revealed,ai,C,0.97,block1,38,7
5,4564,purple,is_amused,is_amused,ai,C,0.96,block1,38,8
5,5267,picture,learned,learned,ai,C,0.99,block1,38,9
5,3369,hat,MC1,MC,ai,NonProj,0.02,block1,38,10
5,5481,poem,is_aware,is_aware,ai,C,0.97,block1,38,11
5,2869,nails,MC4,MC,ai,NonProj,0.01,block1,38,12
5,5782,ditch,is_annoyed,is_annoyed,ai,C,0.99,block1,38,13
5,5083,horse,MC6,MC,ai,NonProj,0.02,block1,38,14
5,4033,yoga,noticed,noticed,ai,C,0.99,block1,38,15
5,2668,chili,MC2,MC,ai,NonProj,0,block1,38,16
5,4681,cupcakes,found_out,found_out,ai,C,0.98,block1,38,17
5,3749,zoo,saw,saw,ai,C,0.99,block1,38,18
5,4650,bmw,MC8,MC,ai,NonProj,0.02,block1,38,19
5,3468,garage,realize,realize,ai,C,0.98,block1,38,20
5,4567,horse,MC6,MC,projective,NonProj,0.01,block2,38,21
5,4371,garage,realize,realize,projective,C,0.98,block2,38,22
5,4881,damp,revealed,revealed,projective,C,0.98,block2,38,23
5,3188,frisbee,MC5,MC,projective,NonProj,0.02,block2,38,24
5,5561,bmw,MC8,MC,projective,NonProj,0.02,block2,38,25
5,2567,nails,MC4,MC,projective,NonProj,0.02,block2,38,26
5,3984,zoo,saw,saw,projective,C,0.97,block2,38,27
5,4700,ditch,is_annoyed,is_annoyed,projective,C,0.97,block2,38,28
5,4649,yoga,noticed,noticed,projective,C,0.98,block2,38,29
5,3414,dancing,confessed,confessed,projective,C,1,block2,38,30
5,6635,tea,established,established,projective,C,0.02,block2,38,31
5,4099,pool,MC3,MC,projective,NonProj,0.01,block2,38,32
5,3184,hat,MC1,MC,projective,NonProj,0.01,block2,38,33
5,4135,poodle,discovered,discovered,projective,C,0.98,block2,38,34
5,2897,chili,MC2,MC,projective,NonProj,0.02,block2,38,35
5,3368,purple,is_amused,is_amused,projective,C,0.98,block2,38,36
5,4352,poem,is_aware,is_aware,projective,C,0.98,block2,38,37
5,3216,swing,MC7,MC,projective,NonProj,0.01,block2,38,38
5,4314,picture,learned,learned,projective,C,0.98,block2,38,39
5,3144,cupcakes,found_out,found_out,projective,C,0.99,block2,38,40
6,8718,horse,MC5,MC,projective,NonProj,0.12,block1,34,1
6,9720,tea,MC7,MC,projective,NonProj,0.04,block1,34,2
6,5714,purple,is_annoyed,is_annoyed,projective,C,0.92,block1,34,3
6,5880,bmw,MC1,MC,projective,NonProj,0.04,block1,34,4
6,5784,dancing,is_amused,is_amused,projective,C,0.94,block1,34,5
6,5387,pool,MC6,MC,projective,NonProj,0.05,block1,34,6
6,6142,damp,discovered,discovered,projective,C,0.87,block1,34,7
6,9333,ditch,confessed,confessed,projective,C,0.76,block1,34,8
6,5110,cupcakes,found_out,found_out,projective,C,0.95,block1,34,9
6,4832,yoga,MC8,MC,projective,NonProj,0,block1,34,10
6,4157,zoo,revealed,revealed,projective,C,0.9,block1,34,11
6,4189,nails,is_aware,is_aware,projective,C,0.94,block1,34,12
6,6635,frisbee,MC2,MC,projective,NonProj,0.05,block1,34,13
6,5285,swing,learned,learned,projective,C,0.93,block1,34,14
6,6547,chili,MC4,MC,projective,NonProj,0.04,block1,34,15
6,5641,poodle,noticed,noticed,projective,C,0.92,block1,34,16
6,8317,poem,established,established,projective,C,0.17,block1,34,17
6,4086,hat,MC3,MC,projective,NonProj,0.05,block1,34,18
6,4976,garage,realize,realize,projective,C,0.93,block1,34,19
6,4674,picture,saw,saw,projective,C,0.83,block1,34,20
6,5879,poodle,noticed,noticed,ai,C,0.94,block2,34,21
6,4553,tea,MC7,MC,ai,NonProj,0,block2,34,22
6,3246,chili,MC4,MC,ai,NonProj,0,block2,34,23
6,2690,pool,MC6,MC,ai,NonProj,0,block2,34,24
6,3278,yoga,MC8,MC,ai,NonProj,0,block2,34,25
6,7293,ditch,confessed,confessed,ai,C,0.93,block2,34,26
6,2444,hat,MC3,MC,ai,NonProj,0,block2,34,27
6,3786,purple,is_annoyed,is_annoyed,ai,C,0.96,block2,34,28
6,6166,poem,established,established,ai,C,0.36,block2,34,29
6,7705,swing,learned,learned,ai,C,0.87,block2,34,30
6,4648,garage,realize,realize,ai,C,0.96,block2,34,31
6,3334,frisbee,MC2,MC,ai,NonProj,0,block2,34,32
6,3380,bmw,MC1,MC,ai,NonProj,0,block2,34,33
6,2721,horse,MC5,MC,ai,NonProj,0,block2,34,34
6,3913,zoo,revealed,revealed,ai,C,0.96,block2,34,35
6,6434,damp,discovered,discovered,ai,C,0.91,block2,34,36
6,5586,dancing,is_amused,is_amused,ai,C,0.93,block2,34,37
6,7809,cupcakes,found_out,found_out,ai,C,0.94,block2,34,38
6,5634,picture,saw,saw,ai,C,0.93,block2,34,39
6,4221,nails,is_aware,is_aware,ai,C,0.96,block2,34,40
7,6426,zoo,MC1,MC,ai,NonProj,0,block1,39,1
7,8864,damp,saw,saw,ai,C,1,block1,39,2
7,6008,frisbee,MC7,MC,ai,NonProj,0.02,block1,39,3
7,6449,picture,MC3,MC,ai,NonProj,0.03,block1,39,4
7,6862,chili,found_out,found_out,ai,C,0.98,block1,39,5
7,7559,bmw,learned,learned,ai,C,1,block1,39,6
7,5488,dancing,MC2,MC,ai,NonProj,0.02,block1,39,7
7,6152,swing,discovered,discovered,ai,C,0.98,block1,39,8
7,5113,purple,MC4,MC,ai,NonProj,0.02,block1,39,9
7,5302,pool,realize,realize,ai,C,1,block1,39,10
7,6584,horse,established,established,ai,C,1,block1,39,11
7,3310,hat,MC8,MC,ai,NonProj,0.01,block1,39,12
7,5150,yoga,MC6,MC,ai,NonProj,0.02,block1,39,13
7,10017,nails,is_annoyed,is_annoyed,ai,C,0.98,block1,39,14
7,7872,tea,confessed,confessed,ai,C,1,block1,39,15
7,5895,poodle,MC5,MC,ai,NonProj,0.01,block1,39,16
7,7183,cupcakes,revealed,revealed,ai,C,0.99,block1,39,17
7,4919,poem,is_aware,is_aware,ai,C,0.99,block1,39,18
7,6072,ditch,noticed,noticed,ai,C,0.98,block1,39,19
7,5144,garage,is_amused,is_amused,ai,C,0.98,block1,39,20
7,8740,swing,discovered,discovered,projective,C,0.98,block2,39,21
7,3640,purple,MC4,MC,projective,NonProj,0,block2,39,22
7,7464,chili,found_out,found_out,projective,C,1,block2,39,23
7,5649,cupcakes,revealed,revealed,projective,C,0.98,block2,39,24
7,3256,dancing,MC2,MC,projective,NonProj,0.01,block2,39,25
7,3111,yoga,MC6,MC,projective,NonProj,0.02,block2,39,26
7,5360,garage,is_amused,is_amused,projective,C,0.97,block2,39,27
7,5789,tea,confessed,confessed,projective,C,0.99,block2,39,28
7,6129,ditch,noticed,noticed,projective,C,0.97,block2,39,29
7,9127,pool,realize,realize,projective,C,0.97,block2,39,30
7,3871,zoo,MC1,MC,projective,NonProj,0.02,block2,39,31
7,4369,poodle,MC5,MC,projective,NonProj,0.01,block2,39,32
7,4583,damp,saw,saw,projective,C,0.98,block2,39,33
7,3596,frisbee,MC7,MC,projective,NonProj,0.01,block2,39,34
7,4219,picture,MC3,MC,projective,NonProj,0,block2,39,35
7,4223,nails,is_annoyed,is_annoyed,projective,C,0.98,block2,39,36
7,12329,horse,established,established,projective,C,0.98,block2,39,37
7,4935,hat,MC8,MC,projective,NonProj,0,block2,39,38
7,5376,poem,is_aware,is_aware,projective,C,0.99,block2,39,39
7,4665,bmw,learned,learned,projective,C,0.98,block2,39,40
8,6946,zoo,is_annoyed,is_annoyed,ai,C,1,block1,22,1
8,6352,swing,established,established,ai,C,1,block1,22,2
8,4015,damp,MC6,MC,ai,NonProj,0,block1,22,3
8,4461,chili,MC7,MC,ai,NonProj,0,block1,22,4
8,2911,tea,MC4,MC,ai,NonProj,0,block1,22,5
8,2870,dancing,MC1,MC,ai,NonProj,0,block1,22,6
8,7419,yoga,revealed,revealed,ai,C,1,block1,22,7
8,4173,picture,learned,learned,ai,C,1,block1,22,8
8,3786,nails,MC5,MC,ai,NonProj,0,block1,22,9
8,33129,purple,confessed,confessed,ai,C,1,block1,22,10
8,3718,bmw,realize,realize,ai,C,1,block1,22,11
8,4566,ditch,noticed,noticed,ai,C,1,block1,22,12
8,3622,poem,is_aware,is_aware,ai,C,1,block1,22,13
8,3430,frisbee,MC3,MC,ai,NonProj,0,block1,22,14
8,3377,cupcakes,MC8,MC,ai,NonProj,0,block1,22,15
8,4943,garage,discovered,discovered,ai,C,1,block1,22,16
8,4203,poodle,saw,saw,ai,C,1,block1,22,17
8,5603,pool,found_out,found_out,ai,C,1,block1,22,18
8,2888,horse,is_amused,is_amused,ai,C,1,block1,22,19
8,2370,hat,MC2,MC,ai,NonProj,0,block1,22,20
8,7929,yoga,revealed,revealed,projective,C,0,block2,22,21
8,4260,poem,is_aware,is_aware,projective,C,1,block2,22,22
8,2781,garage,discovered,discovered,projective,C,1,block2,22,23
8,3310,chili,MC7,MC,projective,NonProj,0,block2,22,24
8,12373,cupcakes,MC8,MC,projective,NonProj,0,block2,22,25
8,4919,purple,confessed,confessed,projective,C,0.49,block2,22,26
8,5313,horse,is_amused,is_amused,projective,C,1,block2,22,27
8,3880,pool,found_out,found_out,projective,C,1,block2,22,28
8,2799,ditch,noticed,noticed,projective,C,1,block2,22,29
8,4642,bmw,realize,realize,projective,C,1,block2,22,30
8,3375,dancing,MC1,MC,projective,NonProj,0,block2,22,31
8,5370,swing,established,established,projective,C,0.48,block2,22,32
8,4205,picture,learned,learned,projective,C,1,block2,22,33
8,3431,poodle,saw,saw,projective,C,1,block2,22,34
8,2624,nails,MC5,MC,projective,NonProj,0,block2,22,35
8,3351,zoo,is_annoyed,is_annoyed,projective,C,1,block2,22,36
8,2496,damp,MC6,MC,projective,NonProj,0,block2,22,37
8,22817,frisbee,MC3,MC,projective,NonProj,0,block2,22,38
8,2348,hat,MC2,MC,projective,NonProj,0,block2,22,39
8,1895,tea,MC4,MC,projective,NonProj,0,block2,22,40
9,13776,swing,discovered,discovered,ai,C,1,block1,28,1
9,9768,dancing,learned,learned,ai,C,1,block1,28,2
9,6303,zoo,realize,realize,ai,C,1,block1,28,3
9,5961,bmw,is_annoyed,is_annoyed,ai,C,1,block1,28,4
9,7704,tea,MC8,MC,ai,NonProj,0,block1,28,5
9,5042,cupcakes,confessed,confessed,ai,C,1,block1,28,6
9,7746,poodle,is_aware,is_aware,ai,C,1,block1,28,7
9,5199,pool,MC1,MC,ai,NonProj,0,block1,28,8
9,4859,purple,is_amused,is_amused,ai,C,1,block1,28,9
9,4669,chili,MC4,MC,ai,NonProj,0,block1,28,10
9,5318,picture,MC5,MC,ai,NonProj,0,block1,28,11
9,3824,frisbee,found_out,found_out,ai,C,1,block1,28,12
9,2929,yoga,MC7,MC,ai,NonProj,0,block1,28,13
9,4762,garage,saw,saw,ai,C,1,block1,28,14
9,4916,nails,established,established,ai,C,1,block1,28,15
9,5028,poem,MC3,MC,ai,NonProj,0,block1,28,16
9,3115,hat,MC2,MC,ai,NonProj,0,block1,28,17
9,4423,damp,noticed,noticed,ai,C,1,block1,28,18
9,3548,ditch,revealed,revealed,ai,C,1,block1,28,19
9,3976,horse,MC6,MC,ai,NonProj,0,block1,28,20
9,6738,pool,MC1,MC,projective,NonProj,0,block2,28,21
9,4770,purple,is_amused,is_amused,projective,C,1,block2,28,22
9,5446,poodle,is_aware,is_aware,projective,C,1,block2,28,23
9,11288,nails,established,established,projective,C,0.33,block2,28,24
9,14585,cupcakes,confessed,confessed,projective,C,0.3,block2,28,25
9,6505,ditch,revealed,revealed,projective,C,1,block2,28,26
9,4266,picture,MC5,MC,projective,NonProj,0,block2,28,27
9,5344,damp,noticed,noticed,projective,C,1,block2,28,28
9,4084,dancing,learned,learned,projective,C,1,block2,28,29
9,4709,bmw,is_annoyed,is_annoyed,projective,C,1,block2,28,30
9,2828,chili,MC4,MC,projective,NonProj,0,block2,28,31
9,4109,garage,saw,saw,projective,C,1,block2,28,32
9,2456,horse,MC6,MC,projective,NonProj,0,block2,28,33
9,3345,yoga,MC7,MC,projective,NonProj,0,block2,28,34
9,8862,poem,MC3,MC,projective,NonProj,0,block2,28,35
9,4368,frisbee,found_out,found_out,projective,C,1,block2,28,36
9,5229,swing,discovered,discovered,projective,C,0.77,block2,28,37
9,4012,zoo,realize,realize,projective,C,1,block2,28,38
9,2093,tea,MC8,MC,projective,NonProj,0,block2,28,39
9,2872,hat,MC2,MC,projective,NonProj,0,block2,28,40
10,9232,horse,found_out,found_out,ai,C,1,block1,27,1
10,8721,poem,discovered,discovered,ai,C,1,block1,27,2
10,5782,cupcakes,is_annoyed,is_annoyed,ai,C,0.99,block1,27,3
10,9084,yoga,established,established,ai,C,0.01,block1,27,4
10,8222,pool,revealed,revealed,ai,C,1,block1,27,5
10,4055,hat,MC7,MC,ai,NonProj,0,block1,27,6
10,4894,tea,realize,realize,ai,C,1,block1,27,7
10,5607,chili,is_amused,is_amused,ai,C,1,block1,27,8
10,2617,zoo,MC1,MC,ai,NonProj,0,block1,27,9
10,2953,frisbee,MC4,MC,ai,NonProj,0,block1,27,10
10,6939,bmw,learned,learned,ai,C,1,block1,27,11
10,3543,nails,MC2,MC,ai,NonProj,0,block1,27,12
10,4213,damp,MC6,MC,ai,NonProj,0,block1,27,13
10,2774,poodle,MC3,MC,ai,NonProj,0,block1,27,14
10,5123,picture,noticed,noticed,ai,C,1,block1,27,15
10,3449,swing,MC8,MC,ai,NonProj,0,block1,27,16
10,3850,ditch,is_aware,is_aware,ai,C,1,block1,27,17
10,2802,garage,confessed,confessed,ai,C,1,block1,27,18
10,2816,purple,saw,saw,ai,C,1,block1,27,19
10,2178,dancing,MC5,MC,ai,NonProj,0,block1,27,20
10,4239,dancing,MC5,MC,projective,NonProj,0,block2,27,21
10,3752,ditch,is_aware,is_aware,projective,C,1,block2,27,22
10,2714,pool,revealed,revealed,projective,C,1,block2,27,23
10,2558,tea,realize,realize,projective,C,1,block2,27,24
10,2044,poodle,MC3,MC,projective,NonProj,0,block2,27,25
10,3960,picture,noticed,noticed,projective,C,1,block2,27,26
10,2945,cupcakes,is_annoyed,is_annoyed,projective,C,1,block2,27,27
10,3086,yoga,established,established,projective,C,1,block2,27,28
10,2371,chili,is_amused,is_amused,projective,C,1,block2,27,29
10,2937,purple,saw,saw,projective,C,1,block2,27,30
10,3152,bmw,learned,learned,projective,C,1,block2,27,31
10,2099,nails,MC2,MC,projective,NonProj,0,block2,27,32
10,1651,zoo,MC1,MC,projective,NonProj,0,block2,27,33
10,1512,hat,MC7,MC,projective,NonProj,0,block2,27,34
10,2820,frisbee,MC4,MC,projective,NonProj,0,block2,27,35
10,2538,swing,MC8,MC,projective,NonProj,0,block2,27,36
10,2415,horse,found_out,found_out,projective,C,1,block2,27,37
10,1898,poem,discovered,discovered,projective,C,1,block2,27,38
10,1730,garage,confessed,confessed,projective,C,1,block2,27,39
10,2005,damp,MC6,MC,projective,NonProj,0,block2,27,40
11,9851,cupcakes,MC3,MC,ai,NonProj,0,block1,27,1
11,4420,poodle,is_amused,is_amused,ai,C,1,block1,27,2
11,4597,frisbee,learned,learned,ai,C,1,block1,27,3
11,6317,damp,realize,realize,ai,C,1,block1,27,4
11,4786,picture,found_out,found_out,ai,C,1,block1,27,5
11,8456,dancing,is_annoyed,is_annoyed,ai,C,1,block1,27,6
11,4635,chili,saw,saw,ai,C,1,block1,27,7
11,5899,horse,MC7,MC,ai,NonProj,0,block1,27,8
11,4518,poem,MC1,MC,ai,NonProj,0,block1,27,9
11,7865,tea,confessed,confessed,ai,C,1,block1,27,10
11,15354,swing,MC5,MC,ai,NonProj,0,block1,27,11
11,4658,garage,discovered,discovered,ai,C,1,block1,27,12
11,4221,hat,MC6,MC,ai,NonProj,0,block1,27,13
11,4418,bmw,MC4,MC,ai,NonProj,0,block1,27,14
11,3617,zoo,noticed,noticed,ai,C,1,block1,27,15
11,4252,nails,is_aware,is_aware,ai,C,1,block1,27,16
11,4602,yoga,MC2,MC,ai,NonProj,0,block1,27,17
11,4356,pool,revealed,revealed,ai,C,1,block1,27,18
11,14875,ditch,established,established,ai,C,0.24,block1,27,19
11,2682,purple,MC8,MC,ai,NonProj,0,block1,27,20
11,8348,dancing,is_annoyed,is_annoyed,projective,C,1,block2,27,21
11,6749,damp,realize,realize,projective,C,1,block2,27,22
11,4106,nails,is_aware,is_aware,projective,C,1,block2,27,23
11,4069,ditch,established,established,projective,C,0.14,block2,27,24
11,5920,poodle,is_amused,is_amused,projective,C,1,block2,27,25
11,3467,purple,MC8,MC,projective,NonProj,0,block2,27,26
11,3287,cupcakes,MC3,MC,projective,NonProj,0,block2,27,27
11,6799,picture,found_out,found_out,projective,C,1,block2,27,28
11,3150,hat,MC6,MC,projective,NonProj,0,block2,27,29
11,2997,bmw,MC4,MC,projective,NonProj,0,block2,27,30
11,3034,yoga,MC2,MC,projective,NonProj,0,block2,27,31
11,4033,zoo,noticed,noticed,projective,C,1,block2,27,32
11,5216,chili,saw,saw,projective,C,1,block2,27,33
11,3785,garage,discovered,discovered,projective,C,1,block2,27,34
11,3784,frisbee,learned,learned,projective,C,1,block2,27,35
11,4181,poem,MC1,MC,projective,NonProj,0,block2,27,36
11,7316,tea,confessed,confessed,projective,C,1,block2,27,37
11,3738,pool,revealed,revealed,projective,C,1,block2,27,38
11,3135,horse,MC7,MC,projective,NonProj,0,block2,27,39
11,3965,swing,MC5,MC,projective,NonProj,0,block2,27,40
12,5894,swing,MC1,MC,projective,NonProj,0.1,block1,31,1
12,3132,yoga,discovered,discovered,projective,C,0.86,block1,31,2
12,2812,poem,found_out,found_out,projective,C,0.8,block1,31,3
12,3389,damp,realize,realize,projective,C,0.86,block1,31,4
12,3708,tea,MC2,MC,projective,NonProj,0.16,block1,31,5
12,2753,pool,MC6,MC,projective,NonProj,0.19,block1,31,6
12,2398,poodle,is_aware,is_aware,projective,C,0.78,block1,31,7
12,2188,purple,MC8,MC,projective,NonProj,0.14,block1,31,8
12,4662,nails,MC4,MC,projective,NonProj,0.09,block1,31,9
12,5103,bmw,saw,saw,projective,C,0.78,block1,31,10
12,5092,ditch,is_annoyed,is_annoyed,projective,C,0.85,block1,31,11
12,3374,picture,MC7,MC,projective,NonProj,0.15,block1,31,12
12,2825,hat,MC3,MC,projective,NonProj,0.14,block1,31,13
12,2693,horse,MC5,MC,projective,NonProj,0.11,block1,31,14
12,2715,garage,is_amused,is_amused,projective,C,0.75,block1,31,15
12,3824,cupcakes,confessed,confessed,projective,C,0.8,block1,31,16
12,5737,frisbee,noticed,noticed,projective,C,0.76,block1,31,17
12,3547,dancing,learned,learned,projective,C,0.79,block1,31,18
12,2054,zoo,revealed,revealed,projective,C,0.78,block1,31,19
12,5308,chili,established,established,projective,C,0.72,block1,31,20
12,9183,garage,is_amused,is_amused,ai,C,0.33,block2,31,21
12,3206,picture,MC7,MC,ai,NonProj,0.81,block2,31,22
12,2397,pool,MC6,MC,ai,NonProj,0.77,block2,31,23
12,2387,damp,realize,realize,ai,C,0.28,block2,31,24
12,2531,dancing,learned,learned,ai,C,0.25,block2,31,25
12,32854,bmw,saw,saw,ai,C,0.56,block2,31,26
12,4273,tea,MC2,MC,ai,NonProj,0.12,block2,31,27
12,3677,poem,found_out,found_out,ai,C,0.83,block2,31,28
