workerid,rt,content,trigger,short_trigger,question_type,trigger_class,response,block,age,trial
63,4556,nails,stop,stop,ai,C,0.03,block2,22,19
63,3094,hat,MC2,MC,ai,NonProj,0.04,block2,22,20
63,4227,olives,MC5,MC,ai,NonProj,0.03,block2,22,21
63,3791,boyfriend,MC1,MC,ai,NonProj,0.01,block2,22,22
63,90175,alcatraz,MC3,MC,ai,NonProj,0.08,block2,22,23
63,3036,pizza,MC4,MC,ai,NonProj,0.12,block2,22,24
63,5964,play,discover,discover,ai,C,0.83,block2,22,25
63,3681,kids,stupid,stupid,ai,C,0.09,block2,22,26
63,6815,bmw,possNP,possNP,ai,B,0.83,block2,22,27
63,4302,cheat,know,know,ai,C,0.82,block2,22,28
63,3114,stuntman,NomApp,NomApp,ai,B,0.87,block2,22,29
63,3649,cupcakes,NRRC,NRRC,ai,B,0.93,block2,22,30
64,15108,soccer,discover,discover,ai,C,0.98,block1,33,1
64,6340,kids,MC4,MC,ai,NonProj,0.01,block1,33,2
64,9855,cupcakes,MC2,MC,ai,NonProj,0.03,block1,33,3
64,7668,veggie,MC1,MC,ai,NonProj,0.01,block1,33,4
64,8948,aunt,MC6,MC,ai,NonProj,0.01,block1,33,5
64,7672,muffins,only,only,ai,C,0,block1,33,6
64,11682,ballet,stop,stop,ai,C,0.98,block1,33,7
64,25319,bmw,NomApp,NomApp,ai,B,0.99,block1,33,8
64,8615,nails,stupid,stupid,ai,C,0.98,block1,33,9
64,7400,hat,possNP,possNP,ai,B,0.99,block1,33,10
64,5827,boyfriend,MC3,MC,ai,NonProj,0,block1,33,11
64,9305,alcatraz,NRRC,NRRC,ai,B,0.98,block1,33,12
64,38050,play,MC5,MC,ai,NonProj,0.03,block1,33,13
64,34439,cheat,know,know,ai,C,1,block1,33,14
64,6733,olives,annoyed,annoyed,ai,C,0.98,block1,33,15
64,8208,play,MC5,MC,projective,NonProj,0.01,block2,33,16
64,6923,aunt,MC6,MC,projective,NonProj,0.02,block2,33,17
64,7704,olives,annoyed,annoyed,projective,C,1,block2,33,18
64,7462,cheat,know,know,projective,C,1,block2,33,19
64,10411,alcatraz,NRRC,NRRC,projective,B,0.97,block2,33,20
64,7325,cupcakes,MC2,MC,projective,NonProj,0.01,block2,33,21
64,7180,soccer,discover,discover,projective,C,0.97,block2,33,22
64,4409,veggie,MC1,MC,projective,NonProj,0.02,block2,33,23
64,5728,nails,stupid,stupid,projective,C,0.98,block2,33,24
64,5496,bmw,NomApp,NomApp,projective,B,1,block2,33,25
64,23688,kids,MC4,MC,projective,NonProj,0,block2,33,26
64,7582,muffins,only,only,projective,C,0,block2,33,27
64,3742,boyfriend,MC3,MC,projective,NonProj,0.01,block2,33,28
64,8982,hat,possNP,possNP,projective,B,0.99,block2,33,29
64,10958,ballet,stop,stop,projective,C,1,block2,33,30
65,9016,hat,MC1,MC,ai,NonProj,0.03,block1,22,1
65,5155,aunt,possNP,possNP,ai,B,1,block1,22,2
65,10309,veggie,NRRC,NRRC,ai,B,1,block1,22,3
65,3892,boyfriend,MC2,MC,ai,NonProj,0,block1,22,4
65,4289,olives,MC6,MC,ai,NonProj,0,block1,22,5
65,4785,cheat,MC4,MC,ai,NonProj,0,block1,22,6
65,42297,bmw,NomApp,NomApp,ai,B,1,block1,22,7
65,3884,pizza,annoyed,annoyed,ai,C,1,block1,22,8
65,3771,alcatraz,MC5,MC,ai,NonProj,0,block1,22,9
65,3163,stuntman,MC3,MC,ai,NonProj,0,block1,22,10
65,5485,cupcakes,know,know,ai,C,1,block1,22,11
65,37269,play,discover,discover,ai,C,1,block1,22,12
65,5854,ballet,stop,stop,ai,C,1,block1,22,13
65,4424,nails,stupid,stupid,ai,C,1,block1,22,14
65,5277,muffins,only,only,ai,C,1,block1,22,15
65,4486,alcatraz,MC5,MC,projective,NonProj,0,block2,22,16
65,31293,muffins,only,only,projective,C,1,block2,22,17
65,4043,ballet,stop,stop,projective,C,1,block2,22,18
65,4020,play,discover,discover,projective,C,1,block2,22,19
65,4720,olives,MC6,MC,projective,NonProj,1,block2,22,20
65,4832,pizza,annoyed,annoyed,projective,C,1,block2,22,21
65,4335,bmw,NomApp,NomApp,projective,B,0.99,block2,22,22
65,37317,nails,stupid,stupid,projective,C,1,block2,22,23
65,4033,cupcakes,know,know,projective,C,1,block2,22,24
65,4208,aunt,possNP,possNP,projective,B,1,block2,22,25
65,3916,veggie,NRRC,NRRC,projective,B,1,block2,22,26
65,4140,hat,MC1,MC,projective,NonProj,0,block2,22,27
65,42108,boyfriend,MC2,MC,projective,NonProj,0,block2,22,28
65,3326,stuntman,MC3,MC,projective,NonProj,0,block2,22,29
65,4228,cheat,MC4,MC,projective,NonProj,0,block2,22,30
66,14461,olives,MC1,MC,projective,NonProj,0.01,block1,41,1
66,10431,kids,only,only,projective,C,0.03,block1,41,2
66,32533,hat,know,know,projective,C,1,block1,41,3
66,6253,ballet,stop,stop,projective,C,1,block1,41,4
66,9874,soccer,annoyed,annoyed,projective,C,1,block1,41,5
66,7579,aunt,MC4,MC,projective,NonProj,0,block1,41,6
66,21740,bmw,MC3,MC,projective,NonProj,0,block1,41,7
66,31677,play,MC6,MC,projective,NonProj,0,block1,41,8
66,6156,cheat,MC5,MC,projective,NonProj,0,block1,41,9
66,7493,nails,MC2,MC,projective,NonProj,0,block1,41,10
66,9671,stuntman,stupid,stupid,projective,C,1,block1,41,11
66,9351,veggie,NomApp,NomApp,projective,B,1,block1,41,12
66,7798,cupcakes,NRRC,NRRC,projective,B,1,block1,41,13
66,9297,boyfriend,possNP,possNP,projective,B,1,block1,41,14
66,24765,alcatraz,discover,discover,projective,C,1,block1,41,15
66,5348,aunt,MC4,MC,ai,NonProj,0,block2,41,16
66,13729,kids,only,only,ai,C,0.19,block2,41,17
66,3694,cheat,MC5,MC,ai,NonProj,0,block2,41,18
66,6518,soccer,annoyed,annoyed,ai,C,1,block2,41,19
66,5627,stuntman,stupid,stupid,ai,C,1,block2,41,20
66,6980,alcatraz,discover,discover,ai,C,1,block2,41,21
66,9244,hat,know,know,ai,C,1,block2,41,22
66,15322,play,MC6,MC,ai,NonProj,0,block2,41,23
66,7221,olives,MC1,MC,ai,NonProj,0,block2,41,24
66,10635,bmw,MC3,MC,ai,NonProj,0,block2,41,25
66,10038,veggie,NomApp,NomApp,ai,B,1,block2,41,26
66,6342,ballet,stop,stop,ai,C,1,block2,41,27
66,7441,nails,MC2,MC,ai,NonProj,0,block2,41,28
66,9167,boyfriend,possNP,possNP,ai,B,1,block2,41,29
66,12457,cupcakes,NRRC,NRRC,ai,B,1,block2,41,30
67,9255,stuntman,stupid,stupid,projective,C,0.01,block1,22,1
67,3600,boyfriend,MC1,MC,projective,NonProj,0.01,block1,22,2
67,4770,cupcakes,MC3,MC,projective,NonProj,0.02,block1,22,3
67,8404,soccer,discover,discover,projective,C,0.97,block1,22,4
67,6408,muffins,only,only,projective,C,0.99,block1,22,5
67,5372,bmw,NomApp,NomApp,projective,B,0.97,block1,22,6
67,5786,veggie,NRRC,NRRC,projective,B,0.98,block1,22,7
67,8077,pizza,annoyed,annoyed,projective,C,0.98,block1,22,8
67,8119,play,MC2,MC,projective,NonProj,0,block1,22,9
67,7829,ballet,MC5,MC,projective,NonProj,0.02,block1,22,10
67,4290,hat,possNP,possNP,projective,B,0.98,block1,22,11
67,4598,alcatraz,MC6,MC,projective,NonProj,0.03,block1,22,12
67,5738,nails,stop,stop,projective,C,0.02,block1,22,13
67,4913,kids,MC4,MC,projective,NonProj,0.01,block1,22,14
67,9747,cheat,know,know,projective,C,0.97,block1,22,15
67,6582,kids,MC4,MC,ai,NonProj,0.01,block2,22,16
67,6937,soccer,discover,discover,ai,C,0.98,block2,22,17
67,14839,nails,stop,stop,ai,C,0.02,block2,22,18
67,4137,stuntman,stupid,stupid,ai,C,0.97,block2,22,19
67,3351,ballet,MC5,MC,ai,NonProj,0.05,block2,22,20
67,4553,cupcakes,MC3,MC,ai,NonProj,0.01,block2,22,21
67,4411,play,MC2,MC,ai,NonProj,0.02,block2,22,22
67,3137,alcatraz,MC6,MC,ai,NonProj,0.04,block2,22,23
67,3515,boyfriend,MC1,MC,ai,NonProj,0.01,block2,22,24
67,3448,bmw,NomApp,NomApp,ai,B,0.97,block2,22,25
67,3852,muffins,only,only,ai,C,0.99,block2,22,26
67,5956,cheat,know,know,ai,C,1,block2,22,27
67,5447,veggie,NRRC,NRRC,ai,B,1,block2,22,28
67,9205,pizza,annoyed,annoyed,ai,C,0.97,block2,22,29
67,3283,hat,possNP,possNP,ai,B,0.99,block2,22,30
70,14875,alcatraz,discover,discover,projective,C,0.98,block1,28,1
70,37058,veggie,MC2,MC,projective,NonProj,0.04,block1,28,2
70,25303,bmw,NomApp,NomApp,projective,B,0.02,block1,28,3
70,10448,kids,stupid,stupid,projective,C,0.01,block1,28,4
70,5698,hat,possNP,possNP,projective,B,0.96,block1,28,5
70,6180,olives,MC3,MC,projective,NonProj,0.02,block1,28,6
70,9090,pizza,only,only,projective,C,0.97,block1,28,7
70,9304,cheat,MC1,MC,projective,NonProj,0.03,block1,28,8
70,6096,nails,stop,stop,projective,C,0.01,block1,28,9
70,7339,soccer,annoyed,annoyed,projective,C,0.98,block1,28,10
70,9136,play,know,know,projective,C,0.97,block1,28,11
70,7549,muffins,MC5,MC,projective,NonProj,0.02,block1,28,12
70,30875,ballet,MC6,MC,projective,NonProj,0.02,block1,28,13
70,4340,aunt,MC4,MC,projective,NonProj,0,block1,28,14
70,7380,boyfriend,NRRC,NRRC,projective,B,0.02,block1,28,15
70,10016,bmw,NomApp,NomApp,ai,B,0.03,block2,28,16
70,11633,boyfriend,NRRC,NRRC,ai,B,1,block2,28,17
70,7191,veggie,MC2,MC,ai,NonProj,0.02,block2,28,18
70,5385,cheat,MC1,MC,ai,NonProj,0.04,block2,28,19
70,7015,alcatraz,discover,discover,ai,C,0.96,block2,28,20
70,5512,olives,MC3,MC,ai,NonProj,0.02,block2,28,21
70,25292,nails,stop,stop,ai,C,0.96,block2,28,22
70,6036,muffins,MC5,MC,ai,NonProj,0.04,block2,28,23
70,6419,hat,possNP,possNP,ai,B,1,block2,28,24
70,7320,kids,stupid,stupid,ai,C,0.97,block2,28,25
70,7772,play,know,know,ai,C,0.97,block2,28,26
70,7108,aunt,MC4,MC,ai,NonProj,0.04,block2,28,27
70,7800,ballet,MC6,MC,ai,NonProj,0.04,block2,28,28
70,5495,pizza,only,only,ai,C,0.95,block2,28,29
70,6328,soccer,annoyed,annoyed,ai,C,0.98,block2,28,30
73,12508,play,stop,stop,ai,C,1,block1,51,1
73,6998,cupcakes,MC6,MC,ai,NonProj,0.01,block1,51,2
73,7265,hat,possNP,possNP,ai,B,1,block1,51,3
73,8320,stuntman,MC4,MC,ai,NonProj,0,block1,51,4
73,18231,muffins,only,only,ai,C,0.87,block1,51,5
73,23217,cheat,MC2,MC,ai,NonProj,0,block1,51,6
73,15243,kids,stupid,stupid,ai,C,0.98,block1,51,7
73,5771,ballet,NomApp,NomApp,ai,B,1,block1,51,8
73,6474,boyfriend,MC1,MC,ai,NonProj,0,block1,51,9
73,20369,nails,MC3,MC,ai,NonProj,0,block1,51,10
73,3773,veggie,MC5,MC,ai,NonProj,0,block1,51,11
73,8928,pizza,discover,discover,ai,C,1,block1,51,12
73,5608,alcatraz,NRRC,NRRC,ai,B,1,block1,51,13
73,5807,soccer,annoyed,annoyed,ai,C,1,block1,51,14
73,6368,bmw,know,know,ai,C,1,block1,51,15
73,8198,play,stop,stop,projective,C,1,block2,51,16
73,4352,ballet,NomApp,NomApp,projective,B,1,block2,51,17
73,4523,hat,possNP,possNP,projective,B,1,block2,51,18
73,5533,veggie,MC5,MC,projective,NonProj,0,block2,51,19
73,10624,muffins,only,only,projective,C,0.87,block2,51,20
73,6016,kids,stupid,stupid,projective,C,1,block2,51,21
73,8496,bmw,know,know,projective,C,1,block2,51,22
73,5863,cupcakes,MC6,MC,projective,NonProj,0,block2,51,23
73,4808,cheat,MC2,MC,projective,NonProj,0,block2,51,24
73,5512,nails,MC3,MC,projective,NonProj,0,block2,51,25
73,4224,boyfriend,MC1,MC,projective,NonProj,0,block2,51,26
73,3527,stuntman,MC4,MC,projective,NonProj,0,block2,51,27
73,6144,alcatraz,NRRC,NRRC,projective,B,1,block2,51,28
73,4519,soccer,annoyed,annoyed,projective,C,1,block2,51,29
73,5352,pizza,discover,discover,projective,C,1,block2,51,30
74,4007,ballet,MC4,MC,projective,NonProj,0.04,block1,30,1
74,4039,aunt,MC1,MC,projective,NonProj,0.03,block1,30,2
74,4166,soccer,discover,discover,projective,C,0.98,block1,30,3
74,3934,alcatraz,MC3,MC,projective,NonProj,0.01,block1,30,4
74,3487,stuntman,MC6,MC,projective,NonProj,0.03,block1,30,5
74,6574,play,stop,stop,projective,C,0.97,block1,30,6
74,8503,nails,stupid,stupid,projective,C,0.96,block1,30,7
74,4407,veggie,NRRC,NRRC,projective,B,0.95,block1,30,8
74,5032,hat,know,know,projective,C,0.94,block1,30,9
74,4096,boyfriend,possNP,possNP,projective,B,0.95,block1,30,10
74,4999,olives,annoyed,annoyed,projective,C,0.96,block1,30,11
74,6475,bmw,NomApp,NomApp,projective,B,0.98,block1,30,12
74,4145,cupcakes,MC5,MC,projective,NonProj,0.02,block1,30,13
74,3451,pizza,only,only,projective,C,0.96,block1,30,14
74,4014,muffins,MC2,MC,projective,NonProj,0.02,block1,30,15
74,6147,nails,stupid,stupid,ai,C,0.97,block2,30,16
74,3599,cupcakes,MC5,MC,ai,NonProj,0.04,block2,30,17
74,10221,muffins,MC2,MC,ai,NonProj,0.03,block2,30,18
74,3848,bmw,NomApp,NomApp,ai,B,0.95,block2,30,19
74,3687,stuntman,MC6,MC,ai,NonProj,0.04,block2,30,20
74,6096,play,stop,stop,ai,C,0.96,block2,30,21
74,5814,hat,know,know,ai,C,0.95,block2,30,22
74,4168,olives,annoyed,annoyed,ai,C,1,block2,30,23
74,3871,veggie,NRRC,NRRC,ai,B,0.97,block2,30,24
74,10287,alcatraz,MC3,MC,ai,NonProj,0.0600000000000001,block2,30,25
74,11103,pizza,only,only,ai,C,0.98,block2,30,26
74,4033,ballet,MC4,MC,ai,NonProj,0.05,block2,30,27
74,3877,boyfriend,possNP,possNP,ai,B,1,block2,30,28
74,3632,soccer,discover,discover,ai,C,0.98,block2,30,29
74,3336,aunt,MC1,MC,ai,NonProj,0.03,block2,30,30
76,7083,pizza,only,only,projective,C,0.01,block1,60,1
76,5568,nails,stop,stop,projective,C,0.98,block1,60,2
76,5126,cupcakes,know,know,projective,C,0.98,block1,60,3
76,4287,cheat,stupid,stupid,projective,C,0.98,block1,60,4
76,4091,hat,annoyed,annoyed,projective,C,0.96,block1,60,5
76,7546,veggie,NomApp,NomApp,projective,B,0.98,block1,60,6
76,4424,olives,MC5,MC,projective,NonProj,0.02,block1,60,7
76,3881,bmw,possNP,possNP,projective,B,0.99,block1,60,8
76,6208,muffins,MC1,MC,projective,NonProj,0.03,block1,60,9
76,5848,kids,MC2,MC,projective,NonProj,0.01,block1,60,10
76,9947,play,discover,discover,projective,C,0.99,block1,60,11
76,4839,stuntman,MC6,MC,projective,NonProj,0.02,block1,60,12
76,5631,alcatraz,NRRC,NRRC,projective,B,0.98,block1,60,13
76,4899,soccer,MC4,MC,projective,NonProj,0.02,block1,60,14
76,7325,aunt,MC3,MC,projective,NonProj,0.03,block1,60,15
76,9227,play,discover,discover,ai,C,0.03,block2,60,16
76,7847,cupcakes,know,know,ai,C,1,block2,60,17
76,5587,veggie,NomApp,NomApp,ai,B,0.99,block2,60,18
76,9739,hat,annoyed,annoyed,ai,C,0.98,block2,60,19
76,5775,stuntman,MC6,MC,ai,NonProj,0.02,block2,60,20
76,5332,kids,MC2,MC,ai,NonProj,0.02,block2,60,21
76,5367,bmw,possNP,possNP,ai,B,0.99,block2,60,22
76,7766,nails,stop,stop,ai,C,0.99,block2,60,23
76,6012,muffins,MC1,MC,ai,NonProj,0.02,block2,60,24
76,4811,olives,MC5,MC,ai,NonProj,0.03,block2,60,25
76,7280,cheat,stupid,stupid,ai,C,0.97,block2,60,26
76,4916,soccer,MC4,MC,ai,NonProj,0.02,block2,60,27
76,6161,aunt,MC3,MC,ai,NonProj,0.02,block2,60,28
76,5304,alcatraz,NRRC,NRRC,ai,B,0.98,block2,60,29
76,6395,pizza,only,only,ai,C,0.99,block2,60,30
78,5447,stuntman,NomApp,NomApp,ai,B,0.98,block1,38,1
78,3495,cupcakes,MC6,MC,ai,NonProj,0.01,block1,38,2
78,16494,alcatraz,discover,discover,ai,C,0.98,block1,38,3
78,5255,boyfriend,MC5,MC,ai,NonProj,0.02,block1,38,4
78,9567,soccer,NRRC,NRRC,ai,B,0.98,block1,38,5
78,10289,bmw,annoyed,annoyed,ai,C,0.97,block1,38,6
78,7503,ballet,stop,stop,ai,C,1,block1,38,7
78,11225,kids,only,only,ai,C,1,block1,38,8
78,47816,veggie,MC1,MC,ai,NonProj,0,block1,38,9
78,10903,nails,stupid,stupid,ai,C,1,block1,38,10
78,7073,aunt,possNP,possNP,ai,B,1,block1,38,11
78,5511,pizza,MC3,MC,ai,NonProj,0,block1,38,12
78,4912,muffins,MC2,MC,ai,NonProj,0,block1,38,13
78,5480,olives,MC4,MC,ai,NonProj,0,block1,38,14
78,8032,cheat,know,know,ai,C,1,block1,38,15
78,25252,alcatraz,discover,discover,projective,C,0.55,block2,38,16
78,6736,veggie,MC1,MC,projective,NonProj,0,block2,38,17
78,3897,olives,MC4,MC,projective,NonProj,0,block2,38,18
78,5160,nails,stupid,stupid,projective,C,0.85,block2,38,19
78,3360,pizza,MC3,MC,projective,NonProj,0,block2,38,20
78,3512,kids,only,only,projective,C,0,block2,38,21
78,4448,cupcakes,MC6,MC,projective,NonProj,0,block2,38,22
78,4040,cheat,know,know,projective,C,0,block2,38,23
78,4928,ballet,stop,stop,projective,C,0.83,block2,38,24
78,3520,muffins,MC2,MC,projective,NonProj,0,block2,38,25
78,11071,soccer,NRRC,NRRC,projective,B,1,block2,38,26
78,5568,aunt,possNP,possNP,projective,B,1,block2,38,27
78,26720,boyfriend,MC5,MC,projective,NonProj,0,block2,38,28
78,9407,bmw,annoyed,annoyed,projective,C,1,block2,38,29
78,3473,stuntman,NomApp,NomApp,projective,B,1,block2,38,30
79,7178,boyfriend,NRRC,NRRC,ai,B,1,block1,24,1
79,6582,pizza,discover,discover,ai,C,1,block1,24,2
79,4220,olives,MC5,MC,ai,NonProj,0,block1,24,3
79,3662,bmw,possNP,possNP,ai,B,1,block1,24,4
79,4263,stuntman,NomApp,NomApp,ai,B,1,block1,24,5
79,5105,aunt,MC6,MC,ai,NonProj,0,block1,24,6
79,3805,alcatraz,MC2,MC,ai,NonProj,0,block1,24,7
79,9565,kids,only,only,ai,C,0.81,block1,24,8
79,10504,ballet,MC3,MC,ai,NonProj,0,block1,24,9
79,4703,play,MC4,MC,ai,NonProj,0,block1,24,10
79,5930,hat,annoyed,annoyed,ai,C,1,block1,24,11
79,5394,cupcakes,know,know,ai,C,1,block1,24,12
79,4136,nails,stop,stop,ai,C,1,block1,24,13
79,4460,muffins,MC1,MC,ai,NonProj,0,block1,24,14
79,3966,cheat,stupid,stupid,ai,C,1,block1,24,15
79,7675,play,MC4,MC,projective,NonProj,0,block2,24,16
79,6026,aunt,MC6,MC,projective,NonProj,0,block2,24,17
79,5731,cupcakes,know,know,projective,C,1,block2,24,18
79,3322,pizza,discover,discover,projective,C,1,block2,24,19
79,6944,muffins,MC1,MC,projective,NonProj,0,block2,24,20
79,3780,alcatraz,MC2,MC,projective,NonProj,0,block2,24,21
79,2795,olives,MC5,MC,projective,NonProj,0,block2,24,22
79,2507,stuntman,NomApp,NomApp,projective,B,1,block2,24,23
79,7444,kids,only,only,projective,C,0.72,block2,24,24
79,3954,nails,stop,stop,projective,C,1,block2,24,25
79,5268,boyfriend,NRRC,NRRC,projective,B,1,block2,24,26
79,4291,hat,annoyed,annoyed,projective,C,1,block2,24,27
79,3323,ballet,MC3,MC,projective,NonProj,0,block2,24,28
79,2930,bmw,possNP,possNP,projective,B,1,block2,24,29
79,3320,cheat,stupid,stupid,projective,C,1,block2,24,30
80,5456,kids,only,only,ai,C,0,block1,33,1
80,7247,soccer,annoyed,annoyed,ai,C,1,block1,33,2
80,3609,veggie,MC5,MC,ai,NonProj,0,block1,33,3
80,4448,muffins,MC4,MC,ai,NonProj,0,block1,33,4
80,4888,olives,MC1,MC,ai,NonProj,0,block1,33,5
80,4424,cupcakes,MC6,MC,ai,NonProj,0.01,block1,33,6
80,5320,stuntman,stupid,stupid,ai,C,1,block1,33,7
80,7056,alcatraz,NRRC,NRRC,ai,B,1,block1,33,8
80,7152,hat,possNP,possNP,ai,B,1,block1,33,9
80,5656,aunt,know,know,ai,C,1,block1,33,10
80,7456,nails,MC2,MC,ai,NonProj,0,block1,33,11
80,4176,boyfriend,MC3,MC,ai,NonProj,0,block1,33,12
80,4984,pizza,discover,discover,ai,C,1,block1,33,13
80,10327,play,stop,stop,ai,C,0.16,block1,33,14
80,5152,ballet,NomApp,NomApp,ai,B,1,block1,33,15
80,6560,soccer,annoyed,annoyed,projective,C,0.91,block2,33,16
80,2799,alcatraz,NRRC,NRRC,projective,B,1,block2,33,17
80,4800,muffins,MC4,MC,projective,NonProj,0,block2,33,18
80,4192,olives,MC1,MC,projective,NonProj,0,block2,33,19
80,4600,hat,possNP,possNP,projective,B,1,block2,33,20
80,2992,pizza,discover,discover,projective,C,1,block2,33,21
80,4592,cupcakes,MC6,MC,projective,NonProj,0,block2,33,22
80,8344,kids,only,only,projective,C,0.87,block2,33,23
80,5815,nails,MC2,MC,projective,NonProj,0,block2,33,24
80,6009,aunt,know,know,projective,C,1,block2,33,25
80,5256,ballet,NomApp,NomApp,projective,B,1,block2,33,26
80,6320,stuntman,stupid,stupid,projective,C,0.91,block2,33,27
80,6896,veggie,MC5,MC,projective,NonProj,0,block2,33,28
80,10240,play,stop,stop,projective,C,0.77,block2,33,29
80,5880,boyfriend,MC3,MC,projective,NonProj,0,block2,33,30
81,5337,bmw,NomApp,NomApp,projective,B,0.96,block1,21,1
81,4359,aunt,MC6,MC,projective,NonProj,0.05,block1,21,2
81,18739,cheat,stupid,stupid,projective,C,0.95,block1,21,3
81,6352,olives,MC5,MC,projective,NonProj,0.02,block1,21,4
81,3626,boyfriend,possNP,possNP,projective,B,0.99,block1,21,5
81,3158,cupcakes,MC1,MC,projective,NonProj,0.03,block1,21,6
81,3693,pizza,only,only,projective,C,0.97,block1,21,7
81,5901,kids,MC2,MC,projective,NonProj,0.01,block1,21,8
81,5039,alcatraz,discover,discover,projective,C,0.99,block1,21,9
81,3848,hat,annoyed,annoyed,projective,C,0.97,block1,21,10
81,3284,soccer,know,know,projective,C,0.97,block1,21,11
81,3096,play,MC3,MC,projective,NonProj,0.06,block1,21,12
81,5799,veggie,NRRC,NRRC,projective,B,1,block1,21,13
81,4248,nails,stop,stop,projective,C,0.96,block1,21,14
81,4686,ballet,MC4,MC,projective,NonProj,0.07,block1,21,15
81,6147,pizza,only,only,ai,C,0.98,block2,21,16
81,4278,play,MC3,MC,ai,NonProj,0.02,block2,21,17
81,5344,olives,MC5,MC,ai,NonProj,0.08,block2,21,18
81,3596,aunt,MC6,MC,ai,NonProj,0.02,block2,21,19
81,3042,kids,MC2,MC,ai,NonProj,0.03,block2,21,20
81,5935,cheat,stupid,stupid,ai,C,0.97,block2,21,21
81,3674,hat,annoyed,annoyed,ai,C,0.97,block2,21,22
81,2362,ballet,MC4,MC,ai,NonProj,0.02,block2,21,23
81,4122,soccer,know,know,ai,C,0.95,block2,21,24
81,3660,nails,stop,stop,ai,C,0.98,block2,21,25
81,2469,alcatraz,discover,discover,ai,C,0.99,block2,21,26
81,2039,veggie,NRRC,NRRC,ai,B,0.98,block2,21,27
81,2079,boyfriend,possNP,possNP,ai,B,0.99,block2,21,28
81,2175,bmw,NomApp,NomApp,ai,B,0.99,block2,21,29
81,2498,cupcakes,MC1,MC,ai,NonProj,0.04,block2,21,30
82,5823,alcatraz,MC1,MC,projective,NonProj,0.05,block1,21,1
82,17123,play,discover,discover,projective,C,0.72,block1,21,2
82,7800,olives,annoyed,annoyed,projective,C,0.96,block1,21,3
82,5825,soccer,MC3,MC,projective,NonProj,0.25,block1,21,4
82,6032,nails,stop,stop,projective,C,0.85,block1,21,5
82,7512,cupcakes,know,know,projective,C,0.99,block1,21,6
82,4634,stuntman,NomApp,NomApp,projective,B,0.88,block1,21,7
82,5464,ballet,MC4,MC,projective,NonProj,0.18,block1,21,8
82,4280,kids,MC6,MC,projective,NonProj,0.15,block1,21,9
82,8105,pizza,only,only,projective,C,0.71,block1,21,10
82,5009,aunt,MC5,MC,projective,NonProj,0.19,block1,21,11
82,5760,cheat,stupid,stupid,projective,C,0.28,block1,21,12
82,5306,hat,possNP,possNP,projective,B,0.9,block1,21,13
82,4576,bmw,MC2,MC,projective,NonProj,0.18,block1,21,14
82,5432,boyfriend,NRRC,NRRC,projective,B,0.9,block1,21,15
82,5304,cheat,stupid,stupid,ai,C,0.09,block2,21,16
82,9633,play,discover,discover,ai,C,0.76,block2,21,17
82,5472,alcatraz,MC1,MC,ai,NonProj,0.11,block2,21,18
82,7209,pizza,only,only,ai,C,0.7,block2,21,19
82,6600,olives,annoyed,annoyed,ai,C,0.93,block2,21,20
82,5009,soccer,MC3,MC,ai,NonProj,0.1,block2,21,21
82,4713,nails,stop,stop,ai,C,0.96,block2,21,22
82,3808,hat,possNP,possNP,ai,B,0.92,block2,21,23
82,4552,aunt,MC5,MC,ai,NonProj,0.08,block2,21,24
82,3705,kids,MC6,MC,ai,NonProj,0.0600000000000001,block2,21,25
82,4977,cupcakes,know,know,ai,C,0.87,block2,21,26
82,4856,ballet,MC4,MC,ai,NonProj,0,block2,21,27
82,3344,stuntman,NomApp,NomApp,ai,B,0.93,block2,21,28
82,4689,bmw,MC2,MC,ai,NonProj,0,block2,21,29
82,3984,boyfriend,NRRC,NRRC,ai,B,1,block2,21,30
83,7672,boyfriend,MC6,MC,ai,NonProj,0,block1,23,1
83,8565,muffins,only,only,ai,C,1,block1,23,2
83,7389,hat,know,know,ai,C,1,block1,23,3
83,6657,kids,MC3,MC,ai,NonProj,0,block1,23,4
83,5501,veggie,MC2,MC,ai,NonProj,0,block1,23,5
83,5582,stuntman,NomApp,NomApp,ai,B,1,block1,23,6
83,6070,play,stop,stop,ai,C,1,block1,23,7
83,8136,soccer,discover,discover,ai,C,1,block1,23,8
83,4159,cupcakes,NRRC,NRRC,ai,B,1,block1,23,9
83,5579,pizza,annoyed,annoyed,ai,C,1,block1,23,10
83,5746,nails,stupid,stupid,ai,C,1,block1,23,11
83,4228,bmw,MC4,MC,ai,NonProj,0,block1,23,12
83,5846,aunt,possNP,possNP,ai,B,1,block1,23,13
83,4296,alcatraz,MC5,MC,ai,NonProj,0,block1,23,14
83,4262,olives,MC1,MC,ai,NonProj,0,block1,23,15
83,6461,soccer,discover,discover,projective,C,1,block2,23,16
83,3351,olives,MC1,MC,projective,NonProj,0,block2,23,17
83,4683,nails,stupid,stupid,projective,C,1,block2,23,18
83,4565,pizza,annoyed,annoyed,projective,C,1,block2,23,19
83,3427,alcatraz,MC5,MC,projective,NonProj,0,block2,23,20
83,3819,hat,know,know,projective,C,1,block2,23,21
83,3916,aunt,possNP,possNP,projective,B,1,block2,23,22
83,3175,boyfriend,MC6,MC,projective,NonProj,0,block2,23,23
83,3926,cupcakes,NRRC,NRRC,projective,B,1,block2,23,24
83,4440,muffins,only,only,projective,C,1,block2,23,25
83,2983,stuntman,NomApp,NomApp,projective,B,1,block2,23,26
