workerid,rt,content,trigger,short_trigger,question_type,trigger_class,response,block,age,trial
3,2415,stuntman,MC4,MC,ai,NonProj,0.02,block1,30,4
3,4559,alcatraz,NRRC,NRRC,ai,B,0.99,block1,30,5
3,2501,play,MC5,MC,ai,NonProj,0,block1,30,6
3,3935,hat,annoyed,annoyed,ai,C,0.97,block1,30,7
3,3042,olives,MC2,MC,ai,NonProj,0.01,block1,30,8
3,3479,ballet,stop,stop,ai,C,0.97,block1,30,9
3,8305,nails,stupid,stupid,ai,C,0.97,block1,30,10
3,2306,muffins,MC3,MC,ai,NonProj,0.04,block1,30,11
3,3545,cheat,know,know,ai,C,0.96,block1,30,12
3,3347,bmw,possNP,possNP,ai,B,0.99,block1,30,13
3,3466,veggie,NomApp,NomApp,ai,B,0.99,block1,30,14
3,4283,soccer,discover,discover,ai,C,0.97,block1,30,15
3,5878,veggie,NomApp,NomApp,projective,B,0.98,block2,30,16
3,2893,stuntman,MC4,MC,projective,NonProj,0.02,block2,30,17
3,2578,cupcakes,MC6,MC,projective,NonProj,0.02,block2,30,18
3,2463,bmw,possNP,possNP,projective,B,0.96,block2,30,19
3,2584,muffins,MC3,MC,projective,NonProj,0.01,block2,30,20
3,2556,nails,stupid,stupid,projective,C,0.98,block2,30,21
3,2376,play,MC5,MC,projective,NonProj,0.02,block2,30,22
3,2592,alcatraz,NRRC,NRRC,projective,B,0.98,block2,30,23
3,4076,pizza,only,only,projective,C,0.92,block2,30,24
3,3782,ballet,stop,stop,projective,C,0.96,block2,30,25
3,3034,olives,MC2,MC,projective,NonProj,0.02,block2,30,26
3,2400,boyfriend,MC1,MC,projective,NonProj,0.01,block2,30,27
3,2794,cheat,know,know,projective,C,0.99,block2,30,28
3,3003,hat,annoyed,annoyed,projective,C,0.98,block2,30,29
3,2445,soccer,discover,discover,projective,C,0.99,block2,30,30
5,7013,bmw,MC1,MC,projective,NonProj,0.02,block1,44,1
5,6551,play,stop,stop,projective,C,1,block1,44,2
5,4113,hat,possNP,possNP,projective,B,1,block1,44,3
5,7252,cupcakes,MC5,MC,projective,NonProj,0,block1,44,4
5,5220,kids,stupid,stupid,projective,C,1,block1,44,5
5,4909,muffins,MC6,MC,projective,NonProj,0,block1,44,6
5,4107,alcatraz,MC4,MC,projective,NonProj,0,block1,44,7
5,9977,nails,discover,discover,projective,C,0.39,block1,44,8
5,4709,veggie,NRRC,NRRC,projective,B,1,block1,44,9
5,5205,boyfriend,MC3,MC,projective,NonProj,0,block1,44,10
5,6427,stuntman,NomApp,NomApp,projective,B,1,block1,44,11
5,13292,olives,annoyed,annoyed,projective,C,1,block1,44,12
5,4344,cheat,MC2,MC,projective,NonProj,0,block1,44,13
5,9804,aunt,know,know,projective,C,1,block1,44,14
5,5618,pizza,only,only,projective,C,1,block1,44,15
5,6719,veggie,NRRC,NRRC,ai,B,1,block2,44,16
5,6478,hat,possNP,possNP,ai,B,1,block2,44,17
5,3852,stuntman,NomApp,NomApp,ai,B,1,block2,44,18
5,3739,boyfriend,MC3,MC,ai,NonProj,0,block2,44,19
5,2949,cupcakes,MC5,MC,ai,NonProj,0,block2,44,20
5,2580,olives,annoyed,annoyed,ai,C,1,block2,44,21
5,2558,cheat,MC2,MC,ai,NonProj,0,block2,44,22
5,3062,pizza,only,only,ai,C,1,block2,44,23
5,4071,play,stop,stop,ai,C,1,block2,44,24
5,3168,aunt,know,know,ai,C,1,block2,44,25
5,3457,bmw,MC1,MC,ai,NonProj,0,block2,44,26
5,11907,nails,discover,discover,ai,C,0.73,block2,44,27
5,3625,kids,stupid,stupid,ai,C,1,block2,44,28
5,4164,alcatraz,MC4,MC,ai,NonProj,0,block2,44,29
5,2823,muffins,MC6,MC,ai,NonProj,0,block2,44,30
6,7838,hat,know,know,projective,C,1,block1,29,1
6,6105,kids,MC1,MC,projective,NonProj,0.03,block1,29,2
6,4735,bmw,MC5,MC,projective,NonProj,0.03,block1,29,3
6,6248,olives,annoyed,annoyed,projective,C,0.96,block1,29,4
6,6184,play,stop,stop,projective,C,0.99,block1,29,5
6,6359,alcatraz,discover,discover,projective,C,1,block1,29,6
6,3080,stuntman,MC3,MC,projective,NonProj,0.01,block1,29,7
6,5224,cupcakes,MC2,MC,projective,NonProj,0.02,block1,29,8
6,5360,muffins,NRRC,NRRC,projective,B,0.98,block1,29,9
6,6167,pizza,only,only,projective,C,0.99,block1,29,10
6,4936,veggie,NomApp,NomApp,projective,B,0.99,block1,29,11
6,8848,nails,MC4,MC,projective,NonProj,0.01,block1,29,12
6,11121,aunt,possNP,possNP,projective,B,0.98,block1,29,13
6,2727,boyfriend,MC6,MC,projective,NonProj,0,block1,29,14
6,7271,cheat,stupid,stupid,projective,C,0.98,block1,29,15
6,5367,play,stop,stop,ai,C,1,block2,29,16
6,3287,olives,annoyed,annoyed,ai,C,0.98,block2,29,17
6,2711,pizza,only,only,ai,C,0.99,block2,29,18
6,2944,muffins,NRRC,NRRC,ai,B,0.99,block2,29,19
6,2792,cupcakes,MC2,MC,ai,NonProj,0.03,block2,29,20
6,3961,alcatraz,discover,discover,ai,C,0.97,block2,29,21
6,2895,aunt,possNP,possNP,ai,B,1,block2,29,22
6,2599,hat,know,know,ai,C,0.97,block2,29,23
6,2488,stuntman,MC3,MC,ai,NonProj,0.02,block2,29,24
6,1968,bmw,MC5,MC,ai,NonProj,0.02,block2,29,25
6,2576,cheat,stupid,stupid,ai,C,1,block2,29,26
6,7128,veggie,NomApp,NomApp,ai,B,0.97,block2,29,27
6,2456,boyfriend,MC6,MC,ai,NonProj,0.01,block2,29,28
6,4007,kids,MC1,MC,ai,NonProj,0.04,block2,29,29
6,2800,nails,MC4,MC,ai,NonProj,0.01,block2,29,30
7,6389,cheat,MC2,MC,projective,NonProj,0.01,block1,26,1
7,4534,soccer,know,know,projective,C,0.99,block1,26,2
7,3186,muffins,MC5,MC,projective,NonProj,0.07,block1,26,3
7,10932,boyfriend,NRRC,NRRC,projective,B,1,block1,26,4
7,9089,kids,MC6,MC,projective,NonProj,0,block1,26,5
7,4182,play,MC1,MC,projective,NonProj,0,block1,26,6
7,6039,aunt,possNP,possNP,projective,B,1,block1,26,7
7,6825,stuntman,NomApp,NomApp,projective,B,1,block1,26,8
7,6734,olives,annoyed,annoyed,projective,C,1,block1,26,9
7,5529,pizza,only,only,projective,C,0,block1,26,10
7,3704,veggie,MC4,MC,projective,NonProj,0,block1,26,11
7,5167,hat,MC3,MC,projective,NonProj,0,block1,26,12
7,6913,nails,stupid,stupid,projective,C,1,block1,26,13
7,5734,ballet,stop,stop,projective,C,1,block1,26,14
7,6520,alcatraz,discover,discover,projective,C,1,block1,26,15
7,6534,alcatraz,discover,discover,ai,C,1,block2,26,16
7,8518,play,MC1,MC,ai,NonProj,0,block2,26,17
7,4760,stuntman,NomApp,NomApp,ai,B,1,block2,26,18
7,6111,hat,MC3,MC,ai,NonProj,0,block2,26,19
7,6607,ballet,stop,stop,ai,C,1,block2,26,20
7,5928,veggie,MC4,MC,ai,NonProj,0,block2,26,21
7,8584,pizza,only,only,ai,C,1,block2,26,22
7,5815,nails,stupid,stupid,ai,C,1,block2,26,23
7,6839,kids,MC6,MC,ai,NonProj,0,block2,26,24
7,7239,boyfriend,NRRC,NRRC,ai,B,1,block2,26,25
7,9569,soccer,know,know,ai,C,1,block2,26,26
7,4590,olives,annoyed,annoyed,ai,C,1,block2,26,27
7,3305,cheat,MC2,MC,ai,NonProj,0.01,block2,26,28
7,6872,muffins,MC5,MC,ai,NonProj,0,block2,26,29
7,4823,aunt,possNP,possNP,ai,B,1,block2,26,30
8,16950,alcatraz,discover,discover,ai,C,1,block1,20,1
8,9847,cupcakes,NRRC,NRRC,ai,B,1,block1,20,2
8,4277,stuntman,MC3,MC,ai,NonProj,0,block1,20,3
8,4521,kids,MC1,MC,ai,NonProj,0,block1,20,4
8,6409,hat,annoyed,annoyed,ai,C,1,block1,20,5
8,13708,bmw,know,know,ai,C,1,block1,20,6
8,5074,veggie,MC4,MC,ai,NonProj,0,block1,20,7
8,3297,boyfriend,MC2,MC,ai,NonProj,0.02,block1,20,8
8,4375,aunt,possNP,possNP,ai,B,1,block1,20,9
8,4785,cheat,stupid,stupid,ai,C,1,block1,20,10
8,4045,ballet,NomApp,NomApp,ai,B,1,block1,20,11
8,4081,play,stop,stop,ai,C,0,block1,20,12
8,5999,nails,MC5,MC,ai,NonProj,0,block1,20,13
8,4731,pizza,only,only,ai,C,0,block1,20,14
8,4288,olives,MC6,MC,ai,NonProj,0,block1,20,15
8,9414,veggie,MC4,MC,projective,NonProj,0,block2,20,16
8,3585,stuntman,MC3,MC,projective,NonProj,0,block2,20,17
8,2349,boyfriend,MC2,MC,projective,NonProj,0,block2,20,18
8,3669,kids,MC1,MC,projective,NonProj,1,block2,20,19
8,3659,bmw,know,know,projective,C,0.99,block2,20,20
8,4112,nails,MC5,MC,projective,NonProj,0,block2,20,21
8,4187,cupcakes,NRRC,NRRC,projective,B,1,block2,20,22
8,3180,ballet,NomApp,NomApp,projective,B,1,block2,20,23
8,5327,hat,annoyed,annoyed,projective,C,1,block2,20,24
8,8850,cheat,stupid,stupid,projective,C,0,block2,20,25
8,3166,alcatraz,discover,discover,projective,C,1,block2,20,26
8,3329,aunt,possNP,possNP,projective,B,1,block2,20,27
8,4723,olives,MC6,MC,projective,NonProj,0,block2,20,28
8,2041,pizza,only,only,projective,C,0,block2,20,29
8,4022,play,stop,stop,projective,C,1,block2,20,30
9,7901,hat,MC1,MC,ai,NonProj,0.02,block1,38,1
9,7587,kids,MC3,MC,ai,NonProj,0.03,block1,38,2
9,10198,play,stop,stop,ai,C,0.08,block1,38,3
9,9298,cupcakes,NRRC,NRRC,ai,B,0.99,block1,38,4
9,12700,muffins,only,only,ai,C,0.64,block1,38,5
9,8518,ballet,NomApp,NomApp,ai,B,0.99,block1,38,6
9,7949,nails,MC2,MC,ai,NonProj,0.01,block1,38,7
9,5067,cheat,MC6,MC,ai,NonProj,0,block1,38,8
9,7433,olives,annoyed,annoyed,ai,C,0.97,block1,38,9
9,4867,boyfriend,MC5,MC,ai,NonProj,0.03,block1,38,10
9,6867,alcatraz,know,know,ai,C,0.99,block1,38,11
9,3748,veggie,MC4,MC,ai,NonProj,0.01,block1,38,12
9,7920,stuntman,stupid,stupid,ai,C,0.99,block1,38,13
9,5936,pizza,discover,discover,ai,C,0.99,block1,38,14
9,7777,aunt,possNP,possNP,ai,B,0.97,block1,38,15
9,8167,play,stop,stop,projective,C,0.9,block2,38,16
9,4603,kids,MC3,MC,projective,NonProj,0.15,block2,38,17
9,5333,alcatraz,know,know,projective,C,0.98,block2,38,18
9,4114,hat,MC1,MC,projective,NonProj,0.03,block2,38,19
9,4837,stuntman,stupid,stupid,projective,C,0.99,block2,38,20
9,4067,pizza,discover,discover,projective,C,0.98,block2,38,21
9,4281,nails,MC2,MC,projective,NonProj,0.01,block2,38,22
9,4851,aunt,possNP,possNP,projective,B,0.97,block2,38,23
9,3449,boyfriend,MC5,MC,projective,NonProj,0.01,block2,38,24
9,4616,olives,annoyed,annoyed,projective,C,0.99,block2,38,25
9,6435,ballet,NomApp,NomApp,projective,B,0.98,block2,38,26
9,7114,muffins,only,only,projective,C,0.98,block2,38,27
9,3751,cheat,MC6,MC,projective,NonProj,0.03,block2,38,28
9,3065,veggie,MC4,MC,projective,NonProj,0.03,block2,38,29
9,4017,cupcakes,NRRC,NRRC,projective,B,0.99,block2,38,30
10,13718,cheat,stupid,stupid,ai,C,1,block1,22,1
10,13328,kids,only,only,ai,C,1,block1,22,2
10,4607,veggie,MC1,MC,ai,NonProj,0,block1,22,3
10,6312,ballet,stop,stop,ai,C,1,block1,22,4
10,4280,aunt,MC4,MC,ai,NonProj,0,block1,22,5
10,4223,muffins,MC6,MC,ai,NonProj,0,block1,22,6
10,5728,play,MC2,MC,ai,NonProj,0,block1,22,7
10,5120,hat,MC3,MC,ai,NonProj,0,block1,22,8
10,4407,stuntman,NomApp,NomApp,ai,B,1,block1,22,9
10,4130,boyfriend,possNP,possNP,ai,B,1,block1,22,10
10,4311,soccer,MC5,MC,ai,NonProj,0,block1,22,11
10,6313,nails,discover,discover,ai,C,1,block1,22,12
10,9768,olives,annoyed,annoyed,ai,C,1,block1,22,13
10,6399,alcatraz,know,know,ai,C,1,block1,22,14
10,4784,cupcakes,NRRC,NRRC,ai,B,1,block1,22,15
10,5936,aunt,MC4,MC,projective,NonProj,0,block2,22,16
10,3568,boyfriend,possNP,possNP,projective,B,1,block2,22,17
10,5047,hat,MC3,MC,projective,NonProj,0,block2,22,18
10,5832,kids,only,only,projective,C,1,block2,22,19
10,7521,muffins,MC6,MC,projective,NonProj,0,block2,22,20
10,4039,stuntman,NomApp,NomApp,projective,B,1,block2,22,21
10,8976,olives,annoyed,annoyed,projective,C,1,block2,22,22
10,14150,ballet,stop,stop,projective,C,1,block2,22,23
10,9339,nails,discover,discover,projective,C,1,block2,22,24
10,4879,cheat,stupid,stupid,projective,C,1,block2,22,25
10,4344,soccer,MC5,MC,projective,NonProj,0,block2,22,26
10,10145,cupcakes,NRRC,NRRC,projective,B,1,block2,22,27
10,3575,veggie,MC1,MC,projective,NonProj,0,block2,22,28
10,4985,alcatraz,know,know,projective,C,1,block2,22,29
10,6687,play,MC2,MC,projective,NonProj,0,block2,22,30
12,10718,hat,possNP,possNP,projective,B,0.98,block1,35,1
12,6564,stuntman,stupid,stupid,projective,C,0.96,block1,35,2
12,9569,olives,MC6,MC,projective,NonProj,0.01,block1,35,3
12,5801,boyfriend,MC1,MC,projective,NonProj,0.02,block1,35,4
12,7953,alcatraz,discover,discover,projective,C,0.98,block1,35,5
12,13601,kids,only,only,projective,C,0.99,block1,35,6
12,6862,soccer,MC5,MC,projective,NonProj,0.01,block1,35,7
12,7552,ballet,NomApp,NomApp,projective,B,0.98,block1,35,8
12,5536,play,MC2,MC,projective,NonProj,0.03,block1,35,9
12,9157,cupcakes,know,know,projective,C,0.98,block1,35,10
12,5935,pizza,annoyed,annoyed,projective,C,0.99,block1,35,11
12,8353,nails,stop,stop,projective,C,0.98,block1,35,12
12,9197,veggie,NRRC,NRRC,projective,B,0.98,block1,35,13
12,6664,bmw,MC4,MC,projective,NonProj,0.02,block1,35,14
12,6163,aunt,MC3,MC,projective,NonProj,0.02,block1,35,15
12,8931,cupcakes,know,know,ai,C,0.99,block2,35,16
12,8334,bmw,MC4,MC,ai,NonProj,0.03,block2,35,17
12,6722,stuntman,stupid,stupid,ai,C,1,block2,35,18
12,7388,play,MC2,MC,ai,NonProj,0.03,block2,35,19
12,9487,kids,only,only,ai,C,0.97,block2,35,20
12,5950,pizza,annoyed,annoyed,ai,C,0.99,block2,35,21
12,6392,olives,MC6,MC,ai,NonProj,0.01,block2,35,22
12,5410,veggie,NRRC,NRRC,ai,B,0.99,block2,35,23
12,8786,aunt,MC3,MC,ai,NonProj,0.03,block2,35,24
12,5554,soccer,MC5,MC,ai,NonProj,0.02,block2,35,25
12,5632,hat,possNP,possNP,ai,B,0.98,block2,35,26
12,6374,alcatraz,discover,discover,ai,C,0.98,block2,35,27
12,5047,ballet,NomApp,NomApp,ai,B,0.97,block2,35,28
12,4399,boyfriend,MC1,MC,ai,NonProj,0.03,block2,35,29
12,5988,nails,stop,stop,ai,C,0.02,block2,35,30
13,8572,alcatraz,MC2,MC,projective,NonProj,0.03,block1,34,1
13,8742,nails,discover,discover,projective,C,0.23,block1,34,2
13,5800,veggie,NomApp,NomApp,projective,B,0.98,block1,34,3
13,5349,stuntman,MC4,MC,projective,NonProj,0.01,block1,34,4
13,9338,play,know,know,projective,C,0.98,block1,34,5
13,13632,pizza,only,only,projective,C,0.8,block1,34,6
13,5350,aunt,possNP,possNP,projective,B,0.98,block1,34,7
13,5835,boyfriend,NRRC,NRRC,projective,B,0.99,block1,34,8
13,7968,cupcakes,MC6,MC,projective,NonProj,0.01,block1,34,9
13,5516,cheat,MC5,MC,projective,NonProj,0,block1,34,10
13,7254,soccer,annoyed,annoyed,projective,C,1,block1,34,11
13,5344,muffins,MC3,MC,projective,NonProj,0,block1,34,12
13,7082,hat,MC1,MC,projective,NonProj,0,block1,34,13
13,6050,kids,stupid,stupid,projective,C,1,block1,34,14
13,6281,ballet,stop,stop,projective,C,1,block1,34,15
13,8038,veggie,NomApp,NomApp,ai,B,1,block2,34,16
13,6963,cupcakes,MC6,MC,ai,NonProj,1,block2,34,17
13,9896,play,know,know,ai,C,1,block2,34,18
13,5522,stuntman,MC4,MC,ai,NonProj,0,block2,34,19
13,4608,hat,MC1,MC,ai,NonProj,0,block2,34,20
13,6761,aunt,possNP,possNP,ai,B,1,block2,34,21
13,5499,ballet,stop,stop,ai,C,1,block2,34,22
13,10522,nails,discover,discover,ai,C,0.31,block2,34,23
13,5210,kids,stupid,stupid,ai,C,1,block2,34,24
13,4810,soccer,annoyed,annoyed,ai,C,1,block2,34,25
13,5062,alcatraz,MC2,MC,ai,NonProj,0,block2,34,26
13,5874,boyfriend,NRRC,NRRC,ai,B,1,block2,34,27
13,5618,pizza,only,only,ai,C,0.28,block2,34,28
13,4246,muffins,MC3,MC,ai,NonProj,0,block2,34,29
13,4756,cheat,MC5,MC,ai,NonProj,0,block2,34,30
14,13772,aunt,possNP,possNP,ai,B,0.91,block1,34,1
14,5396,pizza,only,only,ai,C,0.12,block1,34,2
14,5644,hat,MC6,MC,ai,NonProj,0.04,block1,34,3
14,6703,ballet,NomApp,NomApp,ai,B,0.94,block1,34,4
14,4961,veggie,MC4,MC,ai,NonProj,0.03,block1,34,5
14,11193,alcatraz,know,know,ai,C,0.9,block1,34,6
14,5887,muffins,MC2,MC,ai,NonProj,0.07,block1,34,7
14,3397,boyfriend,NRRC,NRRC,ai,B,0.95,block1,34,8
14,5184,soccer,discover,discover,ai,C,0.92,block1,34,9
14,3862,play,stop,stop,ai,C,0.11,block1,34,10
14,3050,kids,MC1,MC,ai,NonProj,0.07,block1,34,11
14,5156,nails,stupid,stupid,ai,C,0.92,block1,34,12
14,3182,cupcakes,MC3,MC,ai,NonProj,0.08,block1,34,13
14,2726,stuntman,MC5,MC,ai,NonProj,0.09,block1,34,14
14,3537,bmw,annoyed,annoyed,ai,C,0.92,block1,34,15
14,7053,play,stop,stop,projective,C,0.07,block2,34,16
14,2092,stuntman,MC5,MC,projective,NonProj,0.94,block2,34,17
14,6744,pizza,only,only,projective,C,0.9,block2,34,18
14,3658,boyfriend,NRRC,NRRC,projective,B,0.93,block2,34,19
14,4455,alcatraz,know,know,projective,C,0.87,block2,34,20
14,3165,cupcakes,MC3,MC,projective,NonProj,0.12,block2,34,21
14,2295,muffins,MC2,MC,projective,NonProj,0.18,block2,34,22
14,3313,hat,MC6,MC,projective,NonProj,0.16,block2,34,23
14,6232,aunt,possNP,possNP,projective,B,0.84,block2,34,24
14,3513,soccer,discover,discover,projective,C,0.76,block2,34,25
14,5904,ballet,NomApp,NomApp,projective,B,0.94,block2,34,26
14,4942,bmw,annoyed,annoyed,projective,C,0.8,block2,34,27
14,3208,veggie,MC4,MC,projective,NonProj,0.21,block2,34,28
14,3834,kids,MC1,MC,projective,NonProj,0.08,block2,34,29
14,3719,nails,stupid,stupid,projective,C,0.84,block2,34,30
15,6876,olives,MC1,MC,ai,NonProj,0.02,block1,39,1
15,7567,cupcakes,NRRC,NRRC,ai,B,0.97,block1,39,2
15,8488,bmw,possNP,possNP,ai,B,0.97,block1,39,3
15,9461,muffins,only,only,ai,C,1,block1,39,4
15,7083,stuntman,MC3,MC,ai,NonProj,0,block1,39,5
15,7951,nails,MC6,MC,ai,NonProj,0.01,block1,39,6
15,5116,ballet,NomApp,NomApp,ai,B,0.97,block1,39,7
15,11249,play,stop,stop,ai,C,1,block1,39,8
15,4860,boyfriend,MC5,MC,ai,NonProj,0.01,block1,39,9
15,6160,hat,MC4,MC,ai,NonProj,0.01,block1,39,10
15,5716,pizza,discover,discover,ai,C,0.99,block1,39,11
15,7213,cheat,stupid,stupid,ai,C,1,block1,39,12
15,7603,veggie,MC2,MC,ai,NonProj,0.01,block1,39,13
15,6136,soccer,annoyed,annoyed,ai,C,0.99,block1,39,14
15,5959,alcatraz,know,know,ai,C,0.98,block1,39,15
15,5749,hat,MC4,MC,projective,NonProj,0.01,block2,39,16
15,5741,bmw,possNP,possNP,projective,B,0.98,block2,39,17
15,5239,cheat,stupid,stupid,projective,C,0.99,block2,39,18
15,6394,soccer,annoyed,annoyed,projective,C,0.98,block2,39,19
15,5335,play,stop,stop,projective,C,0.99,block2,39,20
15,5197,cupcakes,NRRC,NRRC,projective,B,0.99,block2,39,21
15,4828,ballet,NomApp,NomApp,projective,B,0.99,block2,39,22
15,4255,alcatraz,know,know,projective,C,0.98,block2,39,23
15,3580,veggie,MC2,MC,projective,NonProj,0.02,block2,39,24
15,3315,stuntman,MC3,MC,projective,NonProj,0.02,block2,39,25
15,3921,boyfriend,MC5,MC,projective,NonProj,0.01,block2,39,26
15,4503,muffins,only,only,projective,C,0.99,block2,39,27
15,4219,olives,MC1,MC,projective,NonProj,0.01,block2,39,28
15,4174,pizza,discover,discover,projective,C,0.99,block2,39,29
15,3773,nails,MC6,MC,projective,NonProj,0.02,block2,39,30
16,5209,cheat,MC3,MC,projective,NonProj,0.05,block1,30,1
16,4497,hat,possNP,possNP,projective,B,0.95,block1,30,2
16,20282,ballet,stop,stop,projective,C,0.73,block1,30,3
16,8982,muffins,MC6,MC,projective,NonProj,0.13,block1,30,4
16,30339,play,discover,discover,projective,C,0.81,block1,30,5
16,8821,soccer,know,know,projective,C,0.66,block1,30,6
16,4059,boyfriend,MC4,MC,projective,NonProj,0.11,block1,30,7
16,6221,kids,only,only,projective,C,0.17,block1,30,8
16,7502,cupcakes,MC5,MC,projective,NonProj,0.2,block1,30,9
16,4322,bmw,NomApp,NomApp,projective,B,0.77,block1,30,10
16,4533,olives,MC1,MC,projective,NonProj,0.23,block1,30,11
16,4818,pizza,annoyed,annoyed,projective,C,0.73,block1,30,12
16,9010,alcatraz,MC2,MC,projective,NonProj,0.12,block1,30,13
16,7820,aunt,NRRC,NRRC,projective,B,0.93,block1,30,14
16,5426,nails,stupid,stupid,projective,C,0.71,block1,30,15
16,4954,hat,possNP,possNP,ai,B,0.99,block2,30,16
16,4129,alcatraz,MC2,MC,ai,NonProj,0.05,block2,30,17
16,3637,aunt,NRRC,NRRC,ai,B,0.97,block2,30,18
16,3744,ballet,stop,stop,ai,C,0.88,block2,30,19
16,3960,kids,only,only,ai,C,0.29,block2,30,20
16,3243,cupcakes,MC5,MC,ai,NonProj,0.13,block2,30,21
16,3057,cheat,MC3,MC,ai,NonProj,0.04,block2,30,22
16,5482,nails,stupid,stupid,ai,C,0.54,block2,30,23
16,9701,pizza,annoyed,annoyed,ai,C,0.79,block2,30,24
16,5482,play,discover,discover,ai,C,0.76,block2,30,25
16,4186,bmw,NomApp,NomApp,ai,B,0.92,block2,30,26
16,2915,boyfriend,MC4,MC,ai,NonProj,0.07,block2,30,27
16,4444,olives,MC1,MC,ai,NonProj,0.0600000000000001,block2,30,28
16,3058,muffins,MC6,MC,ai,NonProj,0.08,block2,30,29
16,2633,soccer,know,know,ai,C,0.02,block2,30,30
17,12580,kids,MC6,MC,projective,NonProj,0,block1,24,1
17,7090,stuntman,NomApp,NomApp,projective,B,1,block1,24,2
17,8389,cupcakes,MC5,MC,projective,NonProj,0.11,block1,24,3
17,18808,nails,stupid,stupid,projective,C,0.95,block1,24,4
17,7644,bmw,annoyed,annoyed,projective,C,0.97,block1,24,5
17,8864,olives,MC4,MC,projective,NonProj,0.27,block1,24,6
17,8867,hat,possNP,possNP,projective,B,1,block1,24,7
17,6701,ballet,stop,stop,projective,C,0.79,block1,24,8
17,8230,veggie,MC1,MC,projective,NonProj,0.26,block1,24,9
17,6381,aunt,NRRC,NRRC,projective,B,0.98,block1,24,10
17,7713,soccer,discover,discover,projective,C,0.8,block1,24,11
17,11667,cheat,MC2,MC,projective,NonProj,0.16,block1,24,12
17,12725,play,know,know,projective,C,1,block1,24,13
17,10783,muffins,only,only,projective,C,1,block1,24,14
17,5130,alcatraz,MC3,MC,projective,NonProj,0.09,block1,24,15
17,24627,hat,possNP,possNP,ai,B,1,block2,24,16
17,4466,veggie,MC1,MC,ai,NonProj,0,block2,24,17
17,8091,ballet,stop,stop,ai,C,1,block2,24,18
17,5715,soccer,discover,discover,ai,C,1,block2,24,19
17,15042,olives,MC4,MC,ai,NonProj,0,block2,24,20
17,6240,alcatraz,MC3,MC,ai,NonProj,0,block2,24,21
17,9036,kids,MC6,MC,ai,NonProj,0,block2,24,22
17,9244,nails,stupid,stupid,ai,C,0.84,block2,24,23
17,5301,muffins,only,only,ai,C,0.88,block2,24,24
17,5862,stuntman,NomApp,NomApp,ai,B,1,block2,24,25
17,5979,cupcakes,MC5,MC,ai,NonProj,0,block2,24,26
17,3822,cheat,MC2,MC,ai,NonProj,0,block2,24,27
17,8149,play,know,know,ai,C,1,block2,24,28
17,8594,aunt,NRRC,NRRC,ai,B,0.84,block2,24,29
17,6132,bmw,annoyed,annoyed,ai,C,0.94,block2,24,30
18,21202,kids,only,only,ai,C,0.91,block1,33,1
18,10503,olives,annoyed,annoyed,ai,C,0.97,block1,33,2
18,7494,muffins,MC3,MC,ai,NonProj,0.05,block1,33,3
18,6503,cheat,know,know,ai,C,0.96,block1,33,4
18,9756,alcatraz,NRRC,NRRC,ai,B,0.97,block1,33,5
18,10734,soccer,discover,discover,ai,C,0.96,block1,33,6
18,5309,ballet,MC1,MC,ai,NonProj,0.05,block1,33,7
