workerid,rt,content,trigger,short_trigger,trigger_class,response,block,slide_number_in_experiment,age,trial
74,16528,cupcakes,know,know,C,0.74,block1,9,52,7
74,5312,hat,MC3,MC,NonProj,0.08,block1,10,52,8
74,19143,muffins,only,only,C,0.67,block1,11,52,9
74,8688,olives,annoyed,annoyed,C,0.91,block1,12,52,10
74,6855,kids,MC6,MC,NonProj,0.12,block1,13,52,11
74,23783,soccer,discover,discover,C,0.68,block1,14,52,12
74,6568,nails,MC4,MC,NonProj,0.0600000000000001,block1,15,52,13
74,8640,play,stop,stop,C,0.95,block1,16,52,14
74,8120,stuntman,NomApp,NomApp,B,0.94,block1,17,52,15
75,8598,alcatraz,MC6,MC,NonProj,0.04,block1,3,31,1
75,10362,soccer,discover,discover,C,0.71,block1,4,31,2
75,4520,hat,MC1,MC,NonProj,0.05,block1,5,31,3
75,6313,stuntman,NomApp,NomApp,B,0.94,block1,6,31,4
75,9136,cheat,know,know,C,0.63,block1,7,31,5
75,6254,kids,MC4,MC,NonProj,0.02,block1,8,31,6
75,10544,muffins,only,only,C,0.71,block1,9,31,7
75,5398,ballet,MC2,MC,NonProj,0,block1,10,31,8
75,12897,nails,stupid,stupid,C,0.76,block1,11,31,9
75,4063,cupcakes,MC5,MC,NonProj,0.02,block1,12,31,10
75,4978,olives,MC3,MC,NonProj,0.04,block1,13,31,11
75,10080,veggie,NRRC,NRRC,B,0.94,block1,14,31,12
75,11966,play,stop,stop,C,0.97,block1,15,31,13
75,6686,boyfriend,possNP,possNP,B,1,block1,16,31,14
75,12038,pizza,annoyed,annoyed,C,0.79,block1,17,31,15
76,8044,play,MC5,MC,NonProj,0.03,block1,3,32,1
76,8379,cheat,MC2,MC,NonProj,0.05,block1,4,32,2
76,7374,veggie,MC1,MC,NonProj,0.05,block1,5,32,3
76,14397,stuntman,stupid,stupid,C,0.96,block1,6,32,4
76,11930,cupcakes,know,know,C,0.01,block1,7,32,5
76,5890,hat,MC6,MC,NonProj,0.02,block1,8,32,6
76,13817,bmw,annoyed,annoyed,C,0.96,block1,9,32,7
76,12220,muffins,NRRC,NRRC,B,0.05,block1,10,32,8
76,6153,olives,MC4,MC,NonProj,0.04,block1,11,32,9
76,8599,ballet,NomApp,NomApp,B,0.98,block1,12,32,10
76,11759,soccer,discover,discover,C,0.69,block1,13,32,11
76,9141,aunt,possNP,possNP,B,0.44,block1,14,32,12
76,17822,kids,only,only,C,0.24,block1,15,32,13
76,6664,alcatraz,MC3,MC,NonProj,0.03,block1,16,32,14
76,6523,nails,stop,stop,C,0.05,block1,17,32,15
77,5286,aunt,MC4,MC,NonProj,0.02,block1,3,21,1
77,5982,hat,possNP,possNP,B,0.78,block1,4,21,2
77,8016,olives,annoyed,annoyed,C,0.92,block1,5,21,3
77,6970,alcatraz,know,know,C,0.66,block1,6,21,4
77,10380,kids,only,only,C,0.1,block1,7,21,5
77,10275,bmw,MC2,MC,NonProj,0,block1,8,21,6
77,4380,veggie,MC5,MC,NonProj,0.03,block1,9,21,7
77,6344,cupcakes,MC3,MC,NonProj,0.08,block1,10,21,8
77,7871,play,stop,stop,C,0.91,block1,11,21,9
77,4976,soccer,discover,discover,C,0.45,block1,12,21,10
77,6068,stuntman,stupid,stupid,C,0.74,block1,13,21,11
77,5844,nails,MC6,MC,NonProj,0.07,block1,14,21,12
77,4234,ballet,NomApp,NomApp,B,0.79,block1,15,21,13
77,3302,pizza,MC1,MC,NonProj,0.07,block1,16,21,14
77,12216,muffins,NRRC,NRRC,B,0.91,block1,17,21,15
78,5356,olives,MC1,MC,NonProj,0,block1,3,24,1
78,3303,veggie,MC2,MC,NonProj,0,block1,4,24,2
78,4023,aunt,MC4,MC,NonProj,0.0600000000000001,block1,5,24,3
78,3800,bmw,MC5,MC,NonProj,0.38,block1,6,24,4
78,3376,soccer,MC3,MC,NonProj,0.16,block1,7,24,5
78,3712,pizza,annoyed,annoyed,C,0.13,block1,8,24,6
78,2503,hat,MC6,MC,NonProj,0.33,block1,9,24,7
78,3767,alcatraz,know,know,C,0.15,block1,10,24,8
78,1568,cupcakes,NRRC,NRRC,B,0.1,block1,11,24,9
78,5656,nails,stop,stop,C,0.98,block1,12,24,10
78,5952,boyfriend,possNP,possNP,B,0.94,block1,13,24,11
78,11664,stuntman,stupid,stupid,C,0.5,block1,14,24,12
78,2337,ballet,NomApp,NomApp,B,0.52,block1,15,24,13
78,2919,muffins,only,only,C,0.13,block1,16,24,14
78,2495,play,discover,discover,C,0.21,block1,17,24,15
79,10822,hat,MC5,MC,NonProj,0.03,block1,3,26,1
79,5936,olives,annoyed,annoyed,C,0.92,block1,4,26,2
79,6463,soccer,discover,discover,C,0.05,block1,5,26,3
79,11240,veggie,NomApp,NomApp,B,0.95,block1,6,26,4
79,3801,muffins,MC4,MC,NonProj,0.05,block1,7,26,5
79,7016,cheat,know,know,C,0.68,block1,8,26,6
79,4080,aunt,MC3,MC,NonProj,0.08,block1,9,26,7
79,5832,nails,MC1,MC,NonProj,0.03,block1,10,26,8
79,4767,stuntman,stupid,stupid,C,0.9,block1,11,26,9
79,8177,pizza,MC6,MC,NonProj,0.02,block1,12,26,10
79,6960,kids,only,only,C,0.78,block1,13,26,11
79,6072,cupcakes,MC2,MC,NonProj,0.02,block1,14,26,12
79,5840,alcatraz,NRRC,NRRC,B,0.92,block1,15,26,13
79,4120,bmw,possNP,possNP,B,0.94,block1,16,26,14
79,9679,play,stop,stop,C,0.94,block1,17,26,15
80,16814,pizza,only,only,C,0.97,block1,3,53,1
80,8815,veggie,MC1,MC,NonProj,0.02,block1,4,53,2
80,9822,cheat,stupid,stupid,C,0.26,block1,5,53,3
80,5639,hat,MC2,MC,NonProj,0.02,block1,6,53,4
80,6433,bmw,MC5,MC,NonProj,0.03,block1,7,53,5
80,7095,alcatraz,NRRC,NRRC,B,0.97,block1,8,53,6
80,4719,muffins,MC3,MC,NonProj,0.01,block1,9,53,7
80,8041,nails,stop,stop,C,1,block1,10,53,8
80,6775,olives,annoyed,annoyed,C,1,block1,11,53,9
80,7393,cupcakes,know,know,C,1,block1,12,53,10
80,6127,stuntman,NomApp,NomApp,B,0.98,block1,13,53,11
80,7704,aunt,possNP,possNP,B,0.98,block1,14,53,12
80,5560,kids,MC4,MC,NonProj,0.02,block1,15,53,13
80,5799,play,MC6,MC,NonProj,0.01,block1,16,53,14
80,5896,soccer,discover,discover,C,0.97,block1,17,53,15
81,14134,stuntman,NomApp,NomApp,B,1,block1,3,21,1
81,7647,hat,possNP,possNP,B,1,block1,4,21,2
81,8568,muffins,MC1,MC,NonProj,0,block1,5,21,3
81,11280,play,stop,stop,C,1,block1,6,21,4
81,4159,alcatraz,MC5,MC,NonProj,0,block1,7,21,5
81,9831,bmw,know,know,C,1,block1,8,21,6
81,6536,soccer,MC2,MC,NonProj,0,block1,9,21,7
81,10152,nails,discover,discover,C,0,block1,10,21,8
81,11375,boyfriend,MC3,MC,NonProj,0,block1,11,21,9
81,7864,veggie,NRRC,NRRC,B,1,block1,12,21,10
81,5904,pizza,annoyed,annoyed,C,1,block1,13,21,11
81,6768,cheat,stupid,stupid,C,1,block1,14,21,12
81,4255,olives,MC4,MC,NonProj,0,block1,15,21,13
81,6655,cupcakes,MC6,MC,NonProj,0,block1,16,21,14
81,6576,kids,only,only,C,1,block1,17,21,15
82,16024,veggie,NRRC,NRRC,B,0.98,block1,3,23,1
82,16307,soccer,annoyed,annoyed,C,0.98,block1,4,23,2
82,28823,bmw,NomApp,NomApp,B,0.03,block1,5,23,3
82,9013,boyfriend,MC2,MC,NonProj,0.02,block1,6,23,4
82,8227,cupcakes,know,know,C,0.02,block1,7,23,5
82,7024,cheat,MC1,MC,NonProj,0.03,block1,8,23,6
82,8020,nails,MC6,MC,NonProj,0.03,block1,9,23,7
82,8172,kids,MC5,MC,NonProj,0.03,block1,10,23,8
82,8375,ballet,MC4,MC,NonProj,0.02,block1,11,23,9
82,12400,hat,possNP,possNP,B,0.98,block1,12,23,10
82,20564,play,stop,stop,C,0.98,block1,13,23,11
82,17999,pizza,discover,discover,C,0.98,block1,14,23,12
82,10248,stuntman,stupid,stupid,C,0.02,block1,15,23,13
82,7775,muffins,only,only,C,0.03,block1,16,23,14
82,6728,aunt,MC3,MC,NonProj,0.01,block1,17,23,15
83,14943,nails,discover,discover,C,0.73,block1,3,33,1
83,9493,ballet,NomApp,NomApp,B,0.75,block1,4,33,2
83,7832,cupcakes,NRRC,NRRC,B,0.65,block1,5,33,3
83,8656,bmw,MC2,MC,NonProj,0.1,block1,6,33,4
83,4459,cheat,stupid,stupid,C,0.77,block1,7,33,5
83,5901,pizza,annoyed,annoyed,C,0.69,block1,8,33,6
83,7785,soccer,know,know,C,0.74,block1,9,33,7
83,5383,aunt,MC5,MC,NonProj,0.12,block1,10,33,8
83,6086,play,stop,stop,C,0.49,block1,11,33,9
83,3885,stuntman,MC1,MC,NonProj,0.14,block1,12,33,10
83,2652,alcatraz,MC3,MC,NonProj,0.15,block1,13,33,11
83,4780,hat,possNP,possNP,B,0.83,block1,14,33,12
83,3459,olives,MC4,MC,NonProj,0.11,block1,15,33,13
83,5154,muffins,MC6,MC,NonProj,0.15,block1,16,33,14
83,8875,kids,only,only,C,0.57,block1,17,33,15
84,10701,veggie,NomApp,NomApp,B,1,block1,3,25,1
84,5484,cupcakes,know,know,C,0.97,block1,4,25,2
84,6707,cheat,MC2,MC,NonProj,0.04,block1,5,25,3
84,8816,pizza,only,only,C,0.89,block1,6,25,4
84,3856,aunt,MC4,MC,NonProj,0.02,block1,7,25,5
84,5247,stuntman,stupid,stupid,C,1,block1,8,25,6
84,6484,play,discover,discover,C,0.99,block1,9,25,7
84,3511,kids,MC5,MC,NonProj,0.03,block1,10,25,8
84,3321,olives,MC1,MC,NonProj,0.03,block1,11,25,9
84,4359,soccer,annoyed,annoyed,C,1,block1,12,25,10
84,4820,boyfriend,possNP,possNP,B,1,block1,13,25,11
84,3614,ballet,stop,stop,C,0.83,block1,14,25,12
84,7610,bmw,MC3,MC,NonProj,0.02,block1,15,25,13
84,5201,alcatraz,NRRC,NRRC,B,0.99,block1,16,25,14
84,3575,hat,MC6,MC,NonProj,0.02,block1,17,25,15
85,10274,cheat,MC3,MC,NonProj,0.02,block1,3,35,1
85,7996,pizza,MC6,MC,NonProj,0.01,block1,4,35,2
85,8950,play,stop,stop,C,0.97,block1,5,35,3
85,5432,kids,stupid,stupid,C,0.81,block1,6,35,4
85,3895,stuntman,MC2,MC,NonProj,0.01,block1,7,35,5
85,9451,olives,MC5,MC,NonProj,0.01,block1,8,35,6
85,6544,boyfriend,NRRC,NRRC,B,0.93,block1,9,35,7
85,5354,aunt,possNP,possNP,B,0.96,block1,10,35,8
85,10247,alcatraz,MC1,MC,NonProj,0.01,block1,11,35,9
85,6685,cupcakes,know,know,C,0.9,block1,12,35,10
85,5166,muffins,only,only,C,0.8,block1,13,35,11
85,4691,bmw,annoyed,annoyed,C,0.85,block1,14,35,12
85,8905,veggie,NomApp,NomApp,B,0.83,block1,15,35,13
85,4826,nails,discover,discover,C,0.64,block1,16,35,14
85,4410,ballet,MC4,MC,NonProj,0.01,block1,17,35,15
86,19283,nails,stupid,stupid,C,1,block1,3,31,1
86,5767,play,stop,stop,C,0.97,block1,4,31,2
86,3588,hat,MC3,MC,NonProj,0,block1,5,31,3
86,3869,stuntman,NomApp,NomApp,B,1,block1,6,31,4
86,4376,boyfriend,possNP,possNP,B,1,block1,7,31,5
86,4275,ballet,MC5,MC,NonProj,0,block1,8,31,6
86,7740,soccer,know,know,C,1,block1,9,31,7
86,4151,aunt,MC1,MC,NonProj,0,block1,10,31,8
86,4309,kids,MC4,MC,NonProj,0,block1,11,31,9
86,4219,bmw,MC6,MC,NonProj,0,block1,12,31,10
86,6378,muffins,only,only,C,0.96,block1,13,31,11
86,6885,alcatraz,discover,discover,C,1,block1,14,31,12
86,6525,cupcakes,NRRC,NRRC,B,1,block1,15,31,13
86,4702,olives,annoyed,annoyed,C,1,block1,16,31,14
86,3780,pizza,MC2,MC,NonProj,0.01,block1,17,31,15
87,12291,ballet,MC5,MC,NonProj,0,block1,3,35,1
87,7154,stuntman,MC4,MC,NonProj,0,block1,4,35,2
87,5498,olives,annoyed,annoyed,C,0,block1,5,35,3
87,11226,cupcakes,NRRC,NRRC,B,0.85,block1,6,35,4
87,7506,play,MC1,MC,NonProj,0,block1,7,35,5
87,8460,bmw,possNP,possNP,B,0.7,block1,8,35,6
87,11549,boyfriend,MC2,MC,NonProj,0,block1,9,35,7
87,8815,soccer,discover,discover,C,0.88,block1,10,35,8
87,8662,cheat,stupid,stupid,C,0.56,block1,11,35,9
87,10433,nails,stop,stop,C,0.91,block1,12,35,10
87,3812,pizza,MC6,MC,NonProj,0,block1,13,35,11
87,7269,veggie,NomApp,NomApp,B,0.85,block1,14,35,12
87,11898,hat,know,know,C,0.88,block1,15,35,13
87,7529,kids,only,only,C,0.25,block1,16,35,14
87,4036,muffins,MC3,MC,NonProj,0,block1,17,35,15
88,8798,kids,MC6,MC,NonProj,0.56,block1,3,29,1
88,4675,boyfriend,MC4,MC,NonProj,0.14,block1,4,29,2
88,6809,bmw,NomApp,NomApp,B,0.78,block1,5,29,3
88,5433,play,stop,stop,C,0.78,block1,6,29,4
88,5168,veggie,NRRC,NRRC,B,0.77,block1,7,29,5
88,3676,muffins,MC5,MC,NonProj,0.1,block1,8,29,6
88,4628,cheat,know,know,C,0.76,block1,9,29,7
88,7226,nails,stupid,stupid,C,0.73,block1,10,29,8
88,7732,alcatraz,discover,discover,C,0.63,block1,11,29,9
88,3970,soccer,annoyed,annoyed,C,0.72,block1,12,29,10
88,3762,hat,possNP,possNP,B,0.75,block1,13,29,11
88,3920,olives,MC3,MC,NonProj,0.1,block1,14,29,12
88,3251,pizza,only,only,C,0.13,block1,15,29,13
88,2977,stuntman,MC1,MC,NonProj,0.22,block1,16,29,14
88,3924,aunt,MC2,MC,NonProj,0.11,block1,17,29,15
89,7998,stuntman,stupid,stupid,C,0.71,block1,3,32,1
89,4836,boyfriend,MC5,MC,NonProj,0.02,block1,4,32,2
89,6783,soccer,NRRC,NRRC,B,0.8,block1,5,32,3
89,3919,bmw,NomApp,NomApp,B,0.79,block1,6,32,4
89,5337,aunt,possNP,possNP,B,0.79,block1,7,32,5
89,6086,ballet,MC4,MC,NonProj,0,block1,8,32,6
89,8126,muffins,only,only,C,0.59,block1,9,32,7
89,4414,hat,MC6,MC,NonProj,0,block1,10,32,8
89,3578,cheat,MC3,MC,NonProj,0,block1,11,32,9
89,6996,nails,stop,stop,C,0.62,block1,12,32,10
89,4200,veggie,MC1,MC,NonProj,0,block1,13,32,11
89,4843,olives,annoyed,annoyed,C,0.75,block1,14,32,12
89,14085,cupcakes,know,know,C,0.83,block1,15,32,13
89,3376,alcatraz,MC2,MC,NonProj,0.02,block1,16,32,14
89,3972,play,discover,discover,C,0.77,block1,17,32,15
91,7357,pizza,MC6,MC,NonProj,0.17,block1,3,25,1
91,4088,bmw,MC5,MC,NonProj,0.23,block1,4,25,2
91,8271,kids,stupid,stupid,C,0.69,block1,5,25,3
91,6211,stuntman,MC1,MC,NonProj,0.33,block1,6,25,4
91,3868,alcatraz,MC4,MC,NonProj,0.3,block1,7,25,5
91,3528,boyfriend,MC3,MC,NonProj,0.26,block1,8,25,6
91,4388,veggie,NomApp,NomApp,B,0.27,block1,9,25,7
91,4547,play,know,know,C,0.3,block1,10,25,8
91,5732,aunt,possNP,possNP,B,0.58,block1,11,25,9
91,3976,soccer,discover,discover,C,0.35,block1,12,25,10
91,3652,cheat,MC2,MC,NonProj,0.16,block1,13,25,11
91,2380,cupcakes,NRRC,NRRC,B,0.23,block1,14,25,12
91,2867,hat,annoyed,annoyed,C,0.26,block1,15,25,13
91,4671,ballet,stop,stop,C,0.67,block1,16,25,14
91,1924,muffins,only,only,C,0.5,block1,17,25,15
92,7378,cheat,MC6,MC,NonProj,1,block1,3,54,1
92,16660,soccer,discover,discover,C,0.76,block1,4,54,2
92,11309,bmw,NomApp,NomApp,B,0.66,block1,5,54,3
92,9527,kids,stupid,stupid,C,0.85,block1,6,54,4
92,8662,hat,annoyed,annoyed,C,0.99,block1,7,54,5
92,12741,play,MC3,MC,NonProj,0,block1,8,54,6
92,6850,muffins,MC5,MC,NonProj,0.01,block1,9,54,7
92,16902,aunt,know,know,C,0.87,block1,10,54,8
92,6928,boyfriend,possNP,possNP,B,0.91,block1,11,54,9
92,5163,olives,MC4,MC,NonProj,0.02,block1,12,54,10
92,10078,pizza,only,only,C,0.87,block1,13,54,11
92,7796,veggie,NRRC,NRRC,B,0.92,block1,14,54,12
92,8904,nails,stop,stop,C,0.97,block1,15,54,13
92,6007,stuntman,MC1,MC,NonProj,0,block1,16,54,14
92,7127,ballet,MC2,MC,NonProj,0.01,block1,17,54,15
93,29572,pizza,only,only,C,0.65,block1,3,28,1
93,6192,veggie,MC6,MC,NonProj,0,block1,4,28,2
93,8928,soccer,NRRC,NRRC,B,0.5,block1,5,28,3
93,8039,alcatraz,know,know,C,0.63,block1,6,28,4
93,15167,nails,stop,stop,C,0.76,block1,7,28,5
93,5967,aunt,MC5,MC,NonProj,0,block1,8,28,6
93,8256,play,discover,discover,C,0.52,block1,9,28,7
93,5887,ballet,MC3,MC,NonProj,0,block1,10,28,8
93,7128,muffins,MC2,MC,NonProj,0,block1,11,28,9
93,8047,boyfriend,possNP,possNP,B,0.75,block1,12,28,10
93,8720,hat,annoyed,annoyed,C,0.73,block1,13,28,11
93,7360,cupcakes,MC4,MC,NonProj,0.01,block1,14,28,12
93,4944,kids,stupid,stupid,C,0.78,block1,15,28,13
93,4767,cheat,MC1,MC,NonProj,0.01,block1,16,28,14
93,11041,bmw,NomApp,NomApp,B,0.73,block1,17,28,15
95,24923,play,discover,discover,C,0.84,block1,3,51,1
95,12463,alcatraz,MC5,MC,NonProj,0.07,block1,4,51,2
95,6104,stuntman,MC6,MC,NonProj,0.05,block1,5,51,3
95,6241,olives,MC4,MC,NonProj,0.02,block1,6,51,4
95,11820,kids,only,only,C,0.19,block1,7,51,5
95,9525,veggie,NomApp,NomApp,B,0.88,block1,8,51,6
95,11342,ballet,stop,stop,C,0.86,block1,9,51,7
95,10013,cheat,know,know,C,0.91,block1,10,51,8
95,12375,boyfriend,MC3,MC,NonProj,0.01,block1,11,51,9
95,8579,pizza,MC1,MC,NonProj,0.02,block1,12,51,10
95,9881,aunt,possNP,possNP,B,0.91,block1,13,51,11
95,8244,cupcakes,MC2,MC,NonProj,0.02,block1,14,51,12
95,9416,bmw,annoyed,annoyed,C,0.96,block1,15,51,13
95,11348,soccer,NRRC,NRRC,B,0.79,block1,16,51,14
95,15726,nails,stupid,stupid,C,0.23,block1,17,51,15
96,9793,bmw,MC4,MC,NonProj,0,block1,3,21,1
96,7290,cupcakes,NRRC,NRRC,B,0.54,block1,4,21,2
96,3435,muffins,MC3,MC,NonProj,0,block1,5,21,3
96,5692,hat,possNP,possNP,B,1,block1,6,21,4
96,4765,soccer,discover,discover,C,0,block1,7,21,5
96,5437,play,stop,stop,C,0,block1,8,21,6
96,3756,ballet,MC5,MC,NonProj,0.01,block1,9,21,7
96,5204,alcatraz,know,know,C,0.99,block1,10,21,8
96,5513,nails,MC2,MC,NonProj,0,block1,11,21,9
96,6762,veggie,NomApp,NomApp,B,1,block1,12,21,10
96,4780,boyfriend,MC6,MC,NonProj,0,block1,13,21,11
96,6653,cheat,stupid,stupid,C,0.26,block1,14,21,12
96,4574,olives,annoyed,annoyed,C,1,block1,15,21,13
96,6390,kids,only,only,C,0,block1,16,21,14
96,2705,pizza,MC1,MC,NonProj,0,block1,17,21,15
97,7711,boyfriend,MC6,MC,NonProj,0,block1,3,27,1
97,4663,pizza,MC2,MC,NonProj,0,block1,4,27,2
97,6335,nails,MC3,MC,NonProj,0,block1,5,27,3
97,14129,aunt,know,know,C,0.34,block1,6,27,4
97,10704,bmw,NomApp,NomApp,B,0.36,block1,7,27,5
97,9199,hat,possNP,possNP,B,0.72,block1,8,27,6
97,13647,cupcakes,NRRC,NRRC,B,0.59,block1,9,27,7
97,8865,muffins,only,only,C,0.14,block1,10,27,8
97,66631,ballet,stop,stop,C,0.96,block1,11,27,9
97,11057,cheat,stupid,stupid,C,0.54,block1,12,27,10
97,7184,olives,annoyed,annoyed,C,0.85,block1,13,27,11
97,8104,veggie,MC1,MC,NonProj,0,block1,14,27,12
97,5119,soccer,MC5,MC,NonProj,0.02,block1,15,27,13
97,6721,stuntman,MC4,MC,NonProj,0.02,block1,16,27,14
97,7464,play,discover,discover,C,0.4,block1,17,27,15
98,9234,kids,MC5,MC,NonProj,0,block1,3,33,1
98,6567,olives,MC3,MC,NonProj,0,block1,4,33,2
98,11456,pizza,only,only,C,0.75,block1,5,33,3
98,6880,hat,annoyed,annoyed,C,1,block1,6,33,4
98,8783,boyfriend,possNP,possNP,B,1,block1,7,33,5
98,6720,bmw,NomApp,NomApp,B,1,block1,8,33,6
98,7208,aunt,NRRC,NRRC,B,1,block1,9,33,7
98,7513,muffins,MC2,MC,NonProj,0,block1,10,33,8
98,5736,nails,stop,stop,C,1,block1,11,33,9
98,7855,stuntman,stupid,stupid,C,0.78,block1,12,33,10
98,6728,cheat,MC1,MC,NonProj,0,block1,13,33,11
98,7768,play,know,know,C,1,block1,14,33,12
98,5296,alcatraz,MC4,MC,NonProj,0,block1,15,33,13
98,7824,soccer,discover,discover,C,1,block1,16,33,14
98,6255,veggie,MC6,MC,NonProj,0,block1,17,33,15
99,10649,play,stop,stop,C,0.9,block1,3,26,1
99,9499,cupcakes,NRRC,NRRC,B,0.44,block1,4,26,2
99,9852,boyfriend,possNP,possNP,B,0.81,block1,5,26,3
99,7315,aunt,know,know,C,0.04,block1,6,26,4
99,4750,olives,MC1,MC,NonProj,0.04,block1,7,26,5
99,7139,soccer,MC5,MC,NonProj,0,block1,8,26,6
99,5541,nails,discover,discover,C,0.04,block1,9,26,7
99,4695,kids,only,only,C,0.05,block1,10,26,8
99,7718,hat,annoyed,annoyed,C,0.55,block1,11,26,9
99,8471,muffins,MC3,MC,NonProj,0.05,block1,12,26,10
99,3229,veggie,MC2,MC,NonProj,0.02,block1,13,26,11
99,7650,bmw,NomApp,NomApp,B,0.54,block1,14,26,12
99,3418,ballet,MC6,MC,NonProj,0.01,block1,15,26,13
99,3082,pizza,MC4,MC,NonProj,0.02,block1,16,26,14
99,5951,stuntman,stupid,stupid,C,0.04,block1,17,26,15
100,96865,aunt,MC5,MC,NonProj,0,block1,3,26,1
100,6335,hat,know,know,C,0,block1,4,26,2
100,3806,olives,annoyed,annoyed,C,0,block1,5,26,3
100,2846,pizza,discover,discover,C,0,block1,6,26,4
100,1929,muffins,MC3,MC,NonProj,0,block1,7,26,5
100,1936,cheat,stupid,stupid,C,0.18,block1,8,26,6
100,2000,kids,only,only,C,0.28,block1,9,26,7
100,11840,veggie,NomApp,NomApp,B,0,block1,10,26,8
100,37871,bmw,possNP,possNP,B,0.05,block1,11,26,9
100,11442,cupcakes,NRRC,NRRC,B,0.24,block1,12,26,10
100,3742,boyfriend,MC1,MC,NonProj,0,block1,13,26,11
100,3266,nails,stop,stop,C,0.05,block1,14,26,12
100,3343,alcatraz,MC2,MC,NonProj,0,block1,15,26,13
100,4872,ballet,MC6,MC,NonProj,0,block1,16,26,14
100,106663,soccer,MC4,MC,NonProj,0,block1,17,26,15
101,13019,play,stop,stop,C,1,block1,3,26,1
101,17015,aunt,possNP,possNP,B,1,block1,4,26,2
101,7293,boyfriend,MC6,MC,NonProj,0,block1,5,26,3
101,9168,alcatraz,discover,discover,C,1,block1,6,26,4
101,7056,ballet,MC1,MC,NonProj,0,block1,7,26,5
101,9817,muffins,NRRC,NRRC,B,1,block1,8,26,6
101,8550,pizza,only,only,C,0.98,block1,9,26,7
101,9552,cupcakes,know,know,C,1,block1,10,26,8
101,4763,olives,MC4,MC,NonProj,0,block1,11,26,9
101,6140,stuntman,NomApp,NomApp,B,1,block1,12,26,10
101,6695,veggie,MC3,MC,NonProj,0.02,block1,13,26,11
101,9144,soccer,annoyed,annoyed,C,1,block1,14,26,12
101,4324,hat,MC5,MC,NonProj,0,block1,15,26,13
101,10009,cheat,stupid,stupid,C,1,block1,16,26,14
101,5983,bmw,MC2,MC,NonProj,0,block1,17,26,15
102,12525,pizza,annoyed,annoyed,C,0.93,block1,3,33,1
102,6576,soccer,MC2,MC,NonProj,0,block1,4,33,2
102,16186,muffins,only,only,C,0.29,block1,5,33,3
102,5186,cheat,stupid,stupid,C,0.95,block1,6,33,4
102,6247,kids,MC6,MC,NonProj,0,block1,7,33,5
102,6735,play,MC3,MC,NonProj,0,block1,8,33,6
102,7280,olives,MC1,MC,NonProj,0,block1,9,33,7
102,10495,hat,possNP,possNP,B,0.95,block1,10,33,8
102,11222,aunt,know,know,C,0.95,block1,11,33,9
102,6347,stuntman,MC4,MC,NonProj,0,block1,12,33,10
102,7486,bmw,NomApp,NomApp,B,0.94,block1,13,33,11
102,5213,cupcakes,MC5,MC,NonProj,0,block1,14,33,12
102,10486,nails,stop,stop,C,0.95,block1,15,33,13
102,8351,boyfriend,NRRC,NRRC,B,1,block1,16,33,14
102,6984,alcatraz,discover,discover,C,0.95,block1,17,33,15
103,4599,cheat,MC4,MC,NonProj,0.12,block1,3,23,1
103,1936,alcatraz,discover,discover,C,0.12,block1,4,23,2
103,2263,ballet,MC6,MC,NonProj,0.15,block1,5,23,3
103,1704,nails,stop,stop,C,0.16,block1,6,23,4
103,1344,boyfriend,NRRC,NRRC,B,0.19,block1,7,23,5
103,1569,bmw,NomApp,NomApp,B,0.14,block1,8,23,6
103,5648,soccer,MC5,MC,NonProj,0.23,block1,9,23,7
103,3199,stuntman,stupid,stupid,C,0.11,block1,10,23,8
103,2680,muffins,MC1,MC,NonProj,0.19,block1,11,23,9
103,3560,kids,MC3,MC,NonProj,0.17,block1,12,23,10
103,10592,hat,possNP,possNP,B,0.84,block1,13,23,11
103,2504,olives,annoyed,annoyed,C,0.21,block1,14,23,12
103,5391,cupcakes,MC2,MC,NonProj,0.15,block1,15,23,13
103,3313,play,know,know,C,0.17,block1,16,23,14
103,1999,pizza,only,only,C,0.19,block1,17,23,15
104,7902,pizza,MC4,MC,NonProj,0.01,block1,3,24,1
104,8102,play,stop,stop,C,0.99,block1,4,24,2
104,5569,stuntman,MC2,MC,NonProj,0,block1,5,24,3
104,4377,cupcakes,MC5,MC,NonProj,0,block1,6,24,4
104,5511,nails,MC6,MC,NonProj,0,block1,7,24,5
104,9344,veggie,NRRC,NRRC,B,1,block1,8,24,6
104,9312,muffins,only,only,C,0.89,block1,9,24,7
104,4569,boyfriend,MC1,MC,NonProj,0,block1,10,24,8
104,6847,kids,stupid,stupid,C,1,block1,11,24,9
104,5584,ballet,NomApp,NomApp,B,1,block1,12,24,10
104,15559,bmw,annoyed,annoyed,C,0.99,block1,13,24,11
104,19353,soccer,discover,discover,C,0.68,block1,14,24,12
104,7991,hat,possNP,possNP,B,1,block1,15,24,13
104,6792,alcatraz,know,know,C,0.92,block1,16,24,14
104,4784,aunt,MC3,MC,NonProj,0,block1,17,24,15
105,8050,ballet,stop,stop,C,0.0600000000000001,block1,3,34,1
105,8952,aunt,possNP,possNP,B,0.62,block1,4,34,2
105,7284,kids,only,only,C,0,block1,5,34,3
105,5716,cupcakes,MC5,MC,NonProj,0,block1,6,34,4
105,9397,alcatraz,know,know,C,0.23,block1,7,34,5
105,6319,nails,MC6,MC,NonProj,0,block1,8,34,6
105,6989,soccer,discover,discover,C,0.74,block1,9,34,7
105,4970,stuntman,NomApp,NomApp,B,0.74,block1,10,34,8
105,7898,cheat,stupid,stupid,C,0,block1,11,34,9
