workerid,rt,content,trigger,short_trigger,trigger_class,response,block,slide_number_in_experiment,age,trial
105,5459,bmw,MC2,MC,NonProj,0,block1,12,34,10
105,4310,olives,MC3,MC,NonProj,0,block1,13,34,11
105,6824,boyfriend,NRRC,NRRC,B,0.93,block1,14,34,12
105,4790,play,MC4,MC,NonProj,0,block1,15,34,13
105,5507,hat,annoyed,annoyed,C,0.67,block1,16,34,14
105,6095,muffins,MC1,MC,NonProj,0,block1,17,34,15
106,6604,olives,annoyed,annoyed,C,1,block1,3,27,1
106,5287,aunt,possNP,possNP,B,0.61,block1,4,27,2
106,5303,cheat,stupid,stupid,C,0.3,block1,5,27,3
106,3111,alcatraz,MC1,MC,NonProj,0.02,block1,6,27,4
106,6223,bmw,know,know,C,0.65,block1,7,27,5
106,3207,stuntman,NomApp,NomApp,B,0.7,block1,8,27,6
106,5135,pizza,only,only,C,0.3,block1,9,27,7
106,3575,boyfriend,MC3,MC,NonProj,0.01,block1,10,27,8
106,4264,cupcakes,NRRC,NRRC,B,0.76,block1,11,27,9
106,3928,ballet,stop,stop,C,0.82,block1,12,27,10
106,6576,nails,discover,discover,C,0.4,block1,13,27,11
106,4343,play,MC5,MC,NonProj,0,block1,14,27,12
106,3191,veggie,MC2,MC,NonProj,0.16,block1,15,27,13
106,4272,soccer,MC6,MC,NonProj,0.02,block1,16,27,14
106,4991,kids,MC4,MC,NonProj,0.03,block1,17,27,15
107,13382,bmw,NomApp,NomApp,B,0.98,block1,3,28,1
107,4472,boyfriend,MC6,MC,NonProj,0,block1,4,28,2
107,4764,stuntman,MC4,MC,NonProj,0.02,block1,5,28,3
107,8051,muffins,NRRC,NRRC,B,0.96,block1,6,28,4
107,7007,aunt,possNP,possNP,B,0.98,block1,7,28,5
107,5292,kids,MC3,MC,NonProj,0.0600000000000001,block1,8,28,6
107,14284,ballet,stop,stop,C,0.73,block1,9,28,7
107,4903,pizza,only,only,C,0.05,block1,10,28,8
107,13712,soccer,discover,discover,C,0,block1,11,28,9
107,5184,nails,MC2,MC,NonProj,0.04,block1,12,28,10
107,7288,cheat,stupid,stupid,C,0.96,block1,13,28,11
107,5232,alcatraz,know,know,C,0.0600000000000001,block1,14,28,12
107,4487,cupcakes,MC1,MC,NonProj,0.04,block1,15,28,13
107,4938,veggie,MC5,MC,NonProj,0.02,block1,16,28,14
107,5310,olives,annoyed,annoyed,C,0.93,block1,17,28,15
108,12239,aunt,possNP,possNP,B,1,block1,3,54,1
108,14088,ballet,stop,stop,C,0.49,block1,4,54,2
108,6248,kids,MC3,MC,NonProj,0.02,block1,5,54,3
108,10520,muffins,only,only,C,0.52,block1,6,54,4
108,5328,cupcakes,MC4,MC,NonProj,0.01,block1,7,54,5
108,4671,veggie,MC5,MC,NonProj,0.01,block1,8,54,6
108,9503,alcatraz,discover,discover,C,0.98,block1,9,54,7
108,5329,olives,MC6,MC,NonProj,0.02,block1,10,54,8
108,10392,pizza,annoyed,annoyed,C,0.51,block1,11,54,9
108,4911,nails,MC1,MC,NonProj,0.02,block1,12,54,10
108,4647,play,MC2,MC,NonProj,0.03,block1,13,54,11
108,6736,bmw,NomApp,NomApp,B,0.5,block1,14,54,12
108,6136,boyfriend,NRRC,NRRC,B,0.99,block1,15,54,13
108,12232,stuntman,stupid,stupid,C,0.98,block1,16,54,14
108,13388,hat,know,know,C,0.98,block1,17,54,15
109,8863,ballet,NomApp,NomApp,B,0.91,block1,3,25,1
109,6449,hat,MC3,MC,NonProj,0.1,block1,4,25,2
109,9556,bmw,know,know,C,0.29,block1,5,25,3
109,7405,play,discover,discover,C,0.12,block1,6,25,4
109,24633,kids,only,only,C,0.16,block1,7,25,5
109,4710,boyfriend,possNP,possNP,B,0.85,block1,8,25,6
109,8907,nails,stop,stop,C,0.87,block1,9,25,7
109,4299,soccer,MC1,MC,NonProj,0.11,block1,10,25,8
109,6911,pizza,annoyed,annoyed,C,0.88,block1,11,25,9
109,6365,cupcakes,MC4,MC,NonProj,0.13,block1,12,25,10
109,4186,muffins,MC6,MC,NonProj,0.07,block1,13,25,11
109,12488,cheat,stupid,stupid,C,0.71,block1,14,25,12
109,15886,veggie,NRRC,NRRC,B,0.84,block1,15,25,13
109,5679,olives,MC5,MC,NonProj,0.12,block1,16,25,14
109,9991,alcatraz,MC2,MC,NonProj,0.09,block1,17,25,15
110,17803,cupcakes,NRRC,NRRC,B,0.21,block1,3,60,1
110,4921,veggie,MC1,MC,NonProj,0.02,block1,4,60,2
110,6927,alcatraz,know,know,C,0.02,block1,5,60,3
110,10718,pizza,discover,discover,C,0.22,block1,6,60,4
110,9681,bmw,annoyed,annoyed,C,0.98,block1,7,60,5
110,5216,soccer,MC6,MC,NonProj,0.03,block1,8,60,6
110,9735,aunt,possNP,possNP,B,0.98,block1,9,60,7
110,4339,cheat,MC4,MC,NonProj,0.02,block1,10,60,8
110,6876,ballet,NomApp,NomApp,B,0.97,block1,11,60,9
110,4196,boyfriend,MC2,MC,NonProj,0,block1,12,60,10
110,8917,nails,MC5,MC,NonProj,0.01,block1,13,60,11
110,5637,hat,MC3,MC,NonProj,0.02,block1,14,60,12
110,7093,muffins,only,only,C,0.02,block1,15,60,13
110,5682,kids,stupid,stupid,C,0.99,block1,16,60,14
110,11393,play,stop,stop,C,0.98,block1,17,60,15
111,8478,muffins,MC4,MC,NonProj,0,block1,3,30,1
111,6952,veggie,NRRC,NRRC,B,1,block1,4,30,2
111,6967,nails,stop,stop,C,0.98,block1,5,30,3
111,7312,pizza,only,only,C,0.01,block1,6,30,4
111,6912,bmw,NomApp,NomApp,B,1,block1,7,30,5
111,4744,ballet,MC1,MC,NonProj,0.04,block1,8,30,6
111,4632,stuntman,MC3,MC,NonProj,0.02,block1,9,30,7
111,8472,alcatraz,discover,discover,C,0.74,block1,10,30,8
111,6008,cupcakes,MC5,MC,NonProj,0.02,block1,11,30,9
111,3880,olives,MC2,MC,NonProj,0.01,block1,12,30,10
111,4424,boyfriend,possNP,possNP,B,0.98,block1,13,30,11
111,6103,hat,annoyed,annoyed,C,0.99,block1,14,30,12
111,6511,kids,stupid,stupid,C,0.99,block1,15,30,13
111,4232,play,MC6,MC,NonProj,0.03,block1,16,30,14
111,5576,soccer,know,know,C,0.04,block1,17,30,15
113,12388,soccer,NRRC,NRRC,B,1,block1,3,29,1
113,4677,cupcakes,MC3,MC,NonProj,0,block1,4,29,2
113,7848,veggie,NomApp,NomApp,B,1,block1,5,29,3
113,4895,olives,MC5,MC,NonProj,0,block1,6,29,4
113,8438,kids,only,only,C,0,block1,7,29,5
113,4304,aunt,MC1,MC,NonProj,0,block1,8,29,6
113,6831,hat,annoyed,annoyed,C,1,block1,9,29,7
113,4910,muffins,MC4,MC,NonProj,0,block1,10,29,8
113,4608,cheat,MC2,MC,NonProj,0,block1,11,29,9
113,7997,alcatraz,discover,discover,C,1,block1,12,29,10
113,5442,boyfriend,possNP,possNP,B,1,block1,13,29,11
113,4935,play,MC6,MC,NonProj,0,block1,14,29,12
113,4566,nails,stop,stop,C,0,block1,15,29,13
113,6433,stuntman,stupid,stupid,C,1,block1,16,29,14
113,6062,bmw,know,know,C,1,block1,17,29,15
114,38000,veggie,NomApp,NomApp,B,1,block1,3,30,1
114,6197,nails,stop,stop,C,0.85,block1,4,30,2
114,6329,olives,annoyed,annoyed,C,0.75,block1,5,30,3
114,3237,bmw,MC2,MC,NonProj,0.05,block1,6,30,4
114,3752,alcatraz,know,know,C,0.03,block1,7,30,5
114,6229,cheat,MC3,MC,NonProj,0.04,block1,8,30,6
114,5466,pizza,MC1,MC,NonProj,0.07,block1,9,30,7
114,6138,stuntman,stupid,stupid,C,0.92,block1,10,30,8
114,3938,hat,MC6,MC,NonProj,0.08,block1,11,30,9
114,8635,muffins,only,only,C,0.72,block1,12,30,10
114,19005,boyfriend,possNP,possNP,B,0.92,block1,13,30,11
114,3389,soccer,discover,discover,C,0.11,block1,14,30,12
114,2405,play,MC5,MC,NonProj,0.02,block1,15,30,13
114,4496,aunt,MC4,MC,NonProj,0.09,block1,16,30,14
114,4611,cupcakes,NRRC,NRRC,B,0.88,block1,17,30,15
115,8868,play,stop,stop,C,1,block1,3,29,1
115,4528,soccer,annoyed,annoyed,C,1,block1,4,29,2
115,3592,pizza,MC4,MC,NonProj,0,block1,5,29,3
115,7016,nails,discover,discover,C,0.94,block1,6,29,4
115,4280,veggie,NRRC,NRRC,B,0.96,block1,7,29,5
115,4528,stuntman,stupid,stupid,C,1,block1,8,29,6
115,3295,alcatraz,MC2,MC,NonProj,0,block1,9,29,7
115,6472,kids,only,only,C,0.66,block1,10,29,8
115,3319,ballet,MC1,MC,NonProj,0,block1,11,29,9
115,3560,cupcakes,MC6,MC,NonProj,0,block1,12,29,10
115,2304,cheat,MC3,MC,NonProj,0,block1,13,29,11
115,4839,aunt,know,know,C,1,block1,14,29,12
115,3543,bmw,NomApp,NomApp,B,1,block1,15,29,13
115,2512,boyfriend,possNP,possNP,B,1,block1,16,29,14
115,3103,hat,MC5,MC,NonProj,0,block1,17,29,15
116,9777,pizza,annoyed,annoyed,C,0.76,block1,3,31,1
116,4903,alcatraz,MC4,MC,NonProj,0.05,block1,4,31,2
116,8966,boyfriend,NRRC,NRRC,B,0.66,block1,5,31,3
116,3817,hat,MC3,MC,NonProj,0.01,block1,6,31,4
116,4231,cheat,stupid,stupid,C,0.01,block1,7,31,5
116,5366,olives,MC5,MC,NonProj,0.04,block1,8,31,6
116,6931,play,know,know,C,0.04,block1,9,31,7
116,8702,muffins,only,only,C,0.11,block1,10,31,8
116,4052,kids,MC1,MC,NonProj,0.0600000000000001,block1,11,31,9
116,4790,soccer,discover,discover,C,0.02,block1,12,31,10
116,8262,veggie,NomApp,NomApp,B,0.51,block1,13,31,11
116,5573,bmw,possNP,possNP,B,0.86,block1,14,31,12
116,3683,ballet,MC2,MC,NonProj,0.02,block1,15,31,13
116,4600,cupcakes,MC6,MC,NonProj,0.03,block1,16,31,14
116,8551,nails,stop,stop,C,0.95,block1,17,31,15
117,12965,ballet,stop,stop,C,0.96,block1,3,30,1
117,17444,muffins,only,only,C,0.76,block1,4,30,2
117,12514,play,know,know,C,0.56,block1,5,30,3
117,10734,bmw,possNP,possNP,B,0.84,block1,6,30,4
117,11374,cheat,stupid,stupid,C,0.69,block1,7,30,5
117,11352,pizza,MC2,MC,NonProj,0.09,block1,8,30,6
117,12483,hat,MC3,MC,NonProj,0.12,block1,9,30,7
117,7444,stuntman,MC1,MC,NonProj,0.09,block1,10,30,8
117,128514,veggie,NomApp,NomApp,B,0.65,block1,11,30,9
117,6867,olives,MC4,MC,NonProj,0.15,block1,12,30,10
117,6514,alcatraz,MC6,MC,NonProj,0.16,block1,13,30,11
117,11016,aunt,MC5,MC,NonProj,0.19,block1,14,30,12
117,12601,soccer,annoyed,annoyed,C,0.85,block1,15,30,13
117,8483,cupcakes,NRRC,NRRC,B,0.82,block1,16,30,14
117,19234,nails,discover,discover,C,0.3,block1,17,30,15
120,20397,pizza,discover,discover,C,0.24,block1,3,42,1
120,12589,nails,MC4,MC,NonProj,0.02,block1,4,42,2
120,10973,ballet,stop,stop,C,0.79,block1,5,42,3
120,11279,play,MC1,MC,NonProj,0,block1,6,42,4
120,7306,cupcakes,MC5,MC,NonProj,0.02,block1,7,42,5
120,10421,alcatraz,NRRC,NRRC,B,0.85,block1,8,42,6
120,13190,aunt,know,know,C,0.98,block1,9,42,7
120,10568,hat,possNP,possNP,B,0.98,block1,10,42,8
120,14620,veggie,NomApp,NomApp,B,0.99,block1,11,42,9
120,6458,kids,MC6,MC,NonProj,0.01,block1,12,42,10
120,6603,soccer,MC2,MC,NonProj,0.01,block1,13,42,11
120,5976,bmw,annoyed,annoyed,C,0.99,block1,14,42,12
120,7619,stuntman,stupid,stupid,C,0.98,block1,15,42,13
120,6852,olives,MC3,MC,NonProj,0.01,block1,16,42,14
120,7613,muffins,only,only,C,0.99,block1,17,42,15
121,7314,kids,MC5,MC,NonProj,0,block1,3,36,1
121,14513,veggie,NomApp,NomApp,B,0.53,block1,4,36,2
121,7397,play,stop,stop,C,0.02,block1,5,36,3
121,7776,muffins,MC6,MC,NonProj,0.02,block1,6,36,4
121,3535,stuntman,MC3,MC,NonProj,0.02,block1,7,36,5
121,6666,aunt,NRRC,NRRC,B,0.51,block1,8,36,6
121,5794,ballet,MC2,MC,NonProj,0.01,block1,9,36,7
121,9917,soccer,annoyed,annoyed,C,0.67,block1,10,36,8
121,7245,nails,stupid,stupid,C,0.73,block1,11,36,9
121,7226,pizza,only,only,C,0.43,block1,12,36,10
121,4887,hat,know,know,C,0.02,block1,13,36,11
121,7475,boyfriend,possNP,possNP,B,0.83,block1,14,36,12
121,3694,cheat,MC4,MC,NonProj,0.01,block1,15,36,13
121,6127,alcatraz,discover,discover,C,0.01,block1,16,36,14
121,9484,olives,MC1,MC,NonProj,0.01,block1,17,36,15
122,13780,veggie,MC2,MC,NonProj,0.02,block1,3,46,1
122,20572,alcatraz,know,know,C,0.3,block1,4,46,2
122,9688,play,stop,stop,C,0.01,block1,5,46,3
122,8640,hat,possNP,possNP,B,0.83,block1,6,46,4
122,7455,cupcakes,MC5,MC,NonProj,0.03,block1,7,46,5
122,11767,bmw,NomApp,NomApp,B,0.68,block1,8,46,6
122,7502,kids,MC6,MC,NonProj,0.02,block1,9,46,7
122,9633,nails,MC4,MC,NonProj,0.02,block1,10,46,8
122,6389,ballet,MC1,MC,NonProj,0.02,block1,11,46,9
122,13944,soccer,discover,discover,C,0.12,block1,12,46,10
122,9847,aunt,NRRC,NRRC,B,0.72,block1,13,46,11
122,17911,pizza,annoyed,annoyed,C,0.14,block1,14,46,12
122,15767,olives,MC3,MC,NonProj,0.02,block1,15,46,13
122,6924,cheat,stupid,stupid,C,0.18,block1,16,46,14
122,5872,muffins,only,only,C,0.03,block1,17,46,15
123,20006,play,discover,discover,C,0,block1,3,47,1
123,5427,soccer,MC6,MC,NonProj,0.01,block1,4,47,2
123,4956,boyfriend,MC1,MC,NonProj,0.01,block1,5,47,3
123,7942,alcatraz,know,know,C,0.12,block1,6,47,4
123,8766,aunt,possNP,possNP,B,0.9,block1,7,47,5
123,6301,cheat,MC4,MC,NonProj,0.01,block1,8,47,6
123,4730,kids,MC5,MC,NonProj,0.04,block1,9,47,7
123,9270,veggie,NomApp,NomApp,B,0.93,block1,10,47,8
123,8617,stuntman,stupid,stupid,C,0.95,block1,11,47,9
123,8646,cupcakes,MC3,MC,NonProj,0.02,block1,12,47,10
123,8308,muffins,NRRC,NRRC,B,0.98,block1,13,47,11
123,5378,olives,MC2,MC,NonProj,0,block1,14,47,12
123,8446,ballet,stop,stop,C,0.92,block1,15,47,13
123,10305,pizza,only,only,C,0.03,block1,16,47,14
123,15457,bmw,annoyed,annoyed,C,0.73,block1,17,47,15
124,11092,ballet,MC3,MC,NonProj,0.01,block1,3,68,1
124,5962,aunt,MC1,MC,NonProj,0.01,block1,4,68,2
124,5659,muffins,MC5,MC,NonProj,0.01,block1,5,68,3
124,10115,soccer,discover,discover,C,0.51,block1,6,68,4
124,5421,pizza,only,only,C,0.51,block1,7,68,5
124,10350,nails,MC6,MC,NonProj,0.01,block1,8,68,6
124,15537,cupcakes,NRRC,NRRC,B,0.98,block1,9,68,7
124,11767,olives,annoyed,annoyed,C,0.98,block1,10,68,8
124,14301,play,stop,stop,C,0.52,block1,11,68,9
124,8100,stuntman,NomApp,NomApp,B,0.86,block1,12,68,10
124,6715,boyfriend,MC4,MC,NonProj,0.03,block1,13,68,11
124,5760,bmw,MC2,MC,NonProj,0.01,block1,14,68,12
124,9790,alcatraz,know,know,C,0.81,block1,15,68,13
124,9661,hat,possNP,possNP,B,0.99,block1,16,68,14
124,9833,cheat,stupid,stupid,C,0.73,block1,17,68,15
125,26341,alcatraz,NRRC,NRRC,B,0.37,block1,3,60,1
125,12209,play,know,know,C,0.98,block1,4,60,2
125,8308,cheat,MC3,MC,NonProj,0.01,block1,5,60,3
125,93703,ballet,MC1,MC,NonProj,0.01,block1,6,60,4
125,29395,muffins,only,only,C,0.79,block1,7,60,5
125,4238,veggie,MC4,MC,NonProj,0.02,block1,8,60,6
125,7004,nails,stop,stop,C,0.97,block1,9,60,7
125,14331,aunt,MC6,MC,NonProj,0.02,block1,10,60,8
125,10153,soccer,discover,discover,C,0.5,block1,11,60,9
125,9567,pizza,MC5,MC,NonProj,0.01,block1,12,60,10
125,8346,hat,possNP,possNP,B,0.98,block1,13,60,11
125,14997,kids,stupid,stupid,C,0.51,block1,14,60,12
125,8138,stuntman,MC2,MC,NonProj,0.02,block1,15,60,13
125,8020,olives,annoyed,annoyed,C,0.98,block1,16,60,14
125,21347,bmw,NomApp,NomApp,B,0.98,block1,17,60,15
126,10008,ballet,MC4,MC,NonProj,0,block1,3,25,1
126,6614,soccer,MC3,MC,NonProj,0,block1,4,25,2
126,4988,cheat,MC5,MC,NonProj,0,block1,5,25,3
126,4889,hat,MC6,MC,NonProj,0,block1,6,25,4
126,7655,play,stop,stop,C,0.98,block1,7,25,5
126,6222,olives,annoyed,annoyed,C,0.74,block1,8,25,6
126,3966,boyfriend,MC2,MC,NonProj,0,block1,9,25,7
126,9738,cupcakes,NRRC,NRRC,B,0.89,block1,10,25,8
126,5868,aunt,possNP,possNP,B,1,block1,11,25,9
126,7198,nails,stupid,stupid,C,1,block1,12,25,10
126,5067,pizza,discover,discover,C,0,block1,13,25,11
126,3755,alcatraz,know,know,C,0,block1,14,25,12
126,9888,muffins,only,only,C,0.75,block1,15,25,13
126,7551,bmw,NomApp,NomApp,B,1,block1,16,25,14
126,3651,stuntman,MC1,MC,NonProj,0,block1,17,25,15
127,9015,alcatraz,discover,discover,C,0.0600000000000001,block1,3,38,1
127,6330,hat,possNP,possNP,B,0.65,block1,4,38,2
127,4477,stuntman,NomApp,NomApp,B,0.74,block1,5,38,3
127,3889,bmw,know,know,C,0.09,block1,6,38,4
127,4545,olives,MC5,MC,NonProj,0.08,block1,7,38,5
127,5511,play,stop,stop,C,0.68,block1,8,38,6
127,5847,cheat,stupid,stupid,C,0.53,block1,9,38,7
127,3545,pizza,MC2,MC,NonProj,0.12,block1,10,38,8
127,5576,kids,only,only,C,0.37,block1,11,38,9
127,6076,nails,MC1,MC,NonProj,0.13,block1,12,38,10
127,3641,veggie,MC3,MC,NonProj,0.1,block1,13,38,11
127,6774,aunt,MC6,MC,NonProj,0.04,block1,14,38,12
127,3117,muffins,MC4,MC,NonProj,0.12,block1,15,38,13
127,4861,cupcakes,NRRC,NRRC,B,0.65,block1,16,38,14
127,4109,soccer,annoyed,annoyed,C,0.65,block1,17,38,15
128,10232,play,stop,stop,C,0.97,block1,3,26,1
128,5997,nails,stupid,stupid,C,0.81,block1,4,26,2
128,3811,bmw,annoyed,annoyed,C,0.74,block1,5,26,3
128,6471,hat,MC1,MC,NonProj,0.0600000000000001,block1,6,26,4
128,3612,veggie,MC2,MC,NonProj,0.07,block1,7,26,5
128,4577,cheat,know,know,C,0.84,block1,8,26,6
128,3634,soccer,MC6,MC,NonProj,0.13,block1,9,26,7
128,2900,muffins,MC3,MC,NonProj,0.12,block1,10,26,8
128,3758,aunt,NRRC,NRRC,B,0.78,block1,11,26,9
128,3062,kids,MC4,MC,NonProj,0.14,block1,12,26,10
128,2692,cupcakes,MC5,MC,NonProj,0.12,block1,13,26,11
128,4584,boyfriend,possNP,possNP,B,0.87,block1,14,26,12
128,3478,pizza,only,only,C,0.14,block1,15,26,13
128,6141,ballet,NomApp,NomApp,B,0.78,block1,16,26,14
128,6161,alcatraz,discover,discover,C,0.14,block1,17,26,15
129,5513,ballet,MC6,MC,NonProj,0,block1,3,25,1
129,3781,cupcakes,MC5,MC,NonProj,0,block1,4,25,2
129,4263,kids,MC2,MC,NonProj,0.25,block1,5,25,3
129,10648,soccer,know,know,C,0.48,block1,6,25,4
129,15048,play,stop,stop,C,0.87,block1,7,25,5
129,9896,olives,MC1,MC,NonProj,0.5,block1,8,25,6
129,3872,nails,MC4,MC,NonProj,0.26,block1,9,25,7
129,5908,veggie,NomApp,NomApp,B,1,block1,10,25,8
129,9093,aunt,NRRC,NRRC,B,1,block1,11,25,9
129,3415,hat,MC3,MC,NonProj,0,block1,12,25,10
129,16173,boyfriend,possNP,possNP,B,1,block1,13,25,11
129,4915,pizza,only,only,C,0.71,block1,14,25,12
129,4549,alcatraz,discover,discover,C,0.76,block1,15,25,13
129,3647,bmw,annoyed,annoyed,C,0.83,block1,16,25,14
129,3774,stuntman,stupid,stupid,C,1,block1,17,25,15
130,7476,bmw,possNP,possNP,B,0.04,block1,3,21,1
130,7159,stuntman,stupid,stupid,C,0.0600000000000001,block1,4,21,2
130,25359,soccer,NRRC,NRRC,B,0.36,block1,5,21,3
130,5751,aunt,MC5,MC,NonProj,0.0600000000000001,block1,6,21,4
130,35063,play,discover,discover,C,0.05,block1,7,21,5
130,5048,olives,annoyed,annoyed,C,0,block1,8,21,6
130,2216,cheat,know,know,C,0,block1,9,21,7
130,2343,alcatraz,MC4,MC,NonProj,0,block1,10,21,8
130,1335,veggie,MC2,MC,NonProj,0,block1,11,21,9
130,1240,muffins,MC1,MC,NonProj,0,block1,12,21,10
130,2991,nails,stop,stop,C,0.15,block1,13,21,11
130,2008,kids,MC3,MC,NonProj,0,block1,14,21,12
130,2440,ballet,NomApp,NomApp,B,0,block1,15,21,13
130,3871,boyfriend,MC6,MC,NonProj,0.11,block1,16,21,14
130,1383,pizza,only,only,C,0.0600000000000001,block1,17,21,15
131,9395,stuntman,NomApp,NomApp,B,0.96,block1,3,27,1
131,4872,pizza,MC5,MC,NonProj,0,block1,4,27,2
131,6158,ballet,MC6,MC,NonProj,0.03,block1,5,27,3
131,5524,boyfriend,possNP,possNP,B,0.97,block1,6,27,4
131,5790,soccer,know,know,C,0.96,block1,7,27,5
131,4414,kids,MC1,MC,NonProj,0.02,block1,8,27,6
131,10450,cupcakes,NRRC,NRRC,B,0.97,block1,9,27,7
131,4232,hat,annoyed,annoyed,C,0.95,block1,10,27,8
131,4594,aunt,MC4,MC,NonProj,0.03,block1,11,27,9
131,5378,nails,stop,stop,C,0.99,block1,12,27,10
131,5718,cheat,stupid,stupid,C,0.98,block1,13,27,11
131,8404,muffins,only,only,C,0.99,block1,14,27,12
131,4705,play,MC3,MC,NonProj,0.02,block1,15,27,13
131,5719,alcatraz,discover,discover,C,0.99,block1,16,27,14
131,4146,bmw,MC2,MC,NonProj,0.01,block1,17,27,15
132,6953,stuntman,NomApp,NomApp,B,1,block1,3,28,1
132,5166,boyfriend,possNP,possNP,B,0.99,block1,4,28,2
132,13319,ballet,stop,stop,C,0.98,block1,5,28,3
132,5560,soccer,annoyed,annoyed,C,1,block1,6,28,4
132,15512,pizza,discover,discover,C,0,block1,7,28,5
132,28017,cupcakes,MC3,MC,NonProj,0,block1,8,28,6
132,4871,kids,only,only,C,0,block1,9,28,7
132,16032,nails,MC6,MC,NonProj,0,block1,10,28,8
132,5798,bmw,know,know,C,1,block1,11,28,9
132,6401,play,MC2,MC,NonProj,0,block1,12,28,10
132,5519,alcatraz,NRRC,NRRC,B,1,block1,13,28,11
132,3752,olives,MC5,MC,NonProj,0,block1,14,28,12
132,3240,veggie,MC4,MC,NonProj,0,block1,15,28,13
132,3848,aunt,MC1,MC,NonProj,0,block1,16,28,14
132,3924,cheat,stupid,stupid,C,1,block1,17,28,15
133,4516,bmw,NomApp,NomApp,B,0.11,block1,3,40,1
133,3016,alcatraz,MC3,MC,NonProj,0.15,block1,4,40,2
133,3616,stuntman,stupid,stupid,C,0.14,block1,5,40,3
133,3902,cupcakes,MC6,MC,NonProj,0.13,block1,6,40,4
133,5250,veggie,MC4,MC,NonProj,0.15,block1,7,40,5
133,6799,aunt,NRRC,NRRC,B,0.02,block1,8,40,6
133,8867,muffins,only,only,C,0.07,block1,9,40,7
133,5922,pizza,discover,discover,C,0.13,block1,10,40,8
133,3945,kids,MC2,MC,NonProj,0.22,block1,11,40,9
133,4766,play,stop,stop,C,0.22,block1,12,40,10
133,8068,olives,annoyed,annoyed,C,0.9,block1,13,40,11
133,1915,ballet,MC1,MC,NonProj,0.29,block1,14,40,12
133,1965,hat,know,know,C,0.16,block1,15,40,13
133,4070,boyfriend,possNP,possNP,B,0.88,block1,16,40,14
133,3582,nails,MC5,MC,NonProj,0.19,block1,17,40,15
134,5176,hat,know,know,C,1,block1,3,29,1
134,4743,boyfriend,NRRC,NRRC,B,1,block1,4,29,2
134,2825,bmw,possNP,possNP,B,1,block1,5,29,3
134,4734,aunt,MC6,MC,NonProj,0,block1,6,29,4
134,5941,nails,discover,discover,C,1,block1,7,29,5
134,2717,cupcakes,MC2,MC,NonProj,0,block1,8,29,6
134,10760,pizza,only,only,C,0.98,block1,9,29,7
134,3545,olives,annoyed,annoyed,C,1,block1,10,29,8
134,2933,muffins,MC1,MC,NonProj,0,block1,11,29,9
134,9224,stuntman,MC4,MC,NonProj,0,block1,12,29,10
134,5074,ballet,stop,stop,C,1,block1,13,29,11
134,7739,kids,stupid,stupid,C,0,block1,14,29,12
134,6317,veggie,NomApp,NomApp,B,1,block1,15,29,13
134,2368,cheat,MC5,MC,NonProj,0,block1,16,29,14
134,7964,play,MC3,MC,NonProj,0.02,block1,17,29,15
135,9206,cupcakes,NRRC,NRRC,B,0.83,block1,3,30,1
135,3360,boyfriend,MC5,MC,NonProj,0,block1,4,30,2
135,4415,olives,annoyed,annoyed,C,1,block1,5,30,3
135,3929,stuntman,stupid,stupid,C,1,block1,6,30,4
135,3912,alcatraz,MC6,MC,NonProj,0,block1,7,30,5
135,2848,hat,possNP,possNP,B,0.97,block1,8,30,6
135,3535,play,stop,stop,C,0,block1,9,30,7
135,5210,soccer,discover,discover,C,0.47,block1,10,30,8
135,4664,cheat,know,know,C,1,block1,11,30,9
135,2207,veggie,MC4,MC,NonProj,0,block1,12,30,10
135,4264,bmw,NomApp,NomApp,B,0.88,block1,13,30,11
135,2976,nails,MC1,MC,NonProj,0,block1,14,30,12
135,2760,aunt,MC2,MC,NonProj,0,block1,15,30,13
135,2759,ballet,MC3,MC,NonProj,0,block1,16,30,14
135,5896,pizza,only,only,C,0.51,block1,17,30,15
136,13132,hat,annoyed,annoyed,C,0.98,block1,3,28,1
136,6621,veggie,NRRC,NRRC,B,1,block1,4,28,2
136,8323,nails,stupid,stupid,C,0.97,block1,5,28,3
136,9213,play,stop,stop,C,1,block1,6,28,4
136,5160,ballet,NomApp,NomApp,B,1,block1,7,28,5
136,5501,aunt,MC6,MC,NonProj,0,block1,8,28,6
136,3974,olives,MC5,MC,NonProj,0.03,block1,9,28,7
136,2893,alcatraz,MC1,MC,NonProj,0,block1,10,28,8
136,2436,muffins,only,only,C,0.0600000000000001,block1,11,28,9
136,2660,boyfriend,MC3,MC,NonProj,0,block1,12,28,10
136,2953,soccer,MC2,MC,NonProj,0,block1,13,28,11
136,6484,bmw,possNP,possNP,B,1,block1,14,28,12
136,6412,pizza,discover,discover,C,0.98,block1,15,28,13
136,5452,cupcakes,MC4,MC,NonProj,0,block1,16,28,14
136,5501,cheat,know,know,C,0.99,block1,17,28,15
137,11637,cupcakes,MC6,MC,NonProj,0,block1,3,53,1
137,9382,muffins,only,only,C,0.49,block1,4,53,2
137,8310,hat,MC4,MC,NonProj,0,block1,5,53,3
137,17461,nails,discover,discover,C,0.78,block1,6,53,4
137,12701,cheat,stupid,stupid,C,0.5,block1,7,53,5
137,9332,ballet,stop,stop,C,0.92,block1,8,53,6
137,8328,soccer,MC1,MC,NonProj,0,block1,9,53,7
137,10053,boyfriend,possNP,possNP,B,1,block1,10,53,8
137,5587,kids,MC2,MC,NonProj,0,block1,11,53,9
137,6295,bmw,know,know,C,0.97,block1,12,53,10
